IS_Detect_ID,ParentLine,SubLine,gen,file_name,Anc,RecA,Prefix,sample_name_raw,Contig_Date,Complete,Folder,Folder_check,folder_err,File
L07_Anc,7,2,FACS,20240703/L07_Anc_m1.fasta,r01,0,L07-2,L07_Anc,20221222,TRUE,20240703,20240703,,L07_Anc_m1.fasta
L07_Anc,7,3,FACS,20240703/L07_Anc_m1.fasta,r01,0,L07-3,L07_Anc,20221222,TRUE,20240703,20240703,,L07_Anc_m1.fasta
L07_Anc,7,4,FACS,20240703/L07_Anc_m2.fasta,r01,0,L07-4,L07_Anc,20221222,TRUE,20240703,20240703,,L07_Anc_m2.fasta
L08_Anc,8,1,FACS,20231003/L08_Anc.fasta,r02,0,L08-1,L08_Anc,20221222,TRUE,20231003,20231003,,L08_Anc.fasta
L08_Anc,8,2,FACS,20231003/L08_Anc.fasta,r02,0,L08-2,L08_Anc,20221222,TRUE,20231003,20231003,,L08_Anc.fasta
L08_Anc,8,3,FACS,20231003/L08_Anc.fasta,r02,0,L08-3,L08_Anc,20221222,TRUE,20231003,20231003,,L08_Anc.fasta
L08_Anc,8,4,FACS,20231003/L08_Anc.fasta,r02,0,L08-4,L08_Anc,20221222,TRUE,20231003,20231003,,L08_Anc.fasta
L09_Anc,9,1,FACS,20231004/L09_Anc_m1.fasta,r03,0,L09-1,L09_Anc,20221222,TRUE,20231004,20231004,,L09_Anc_m1.fasta
L09_Anc,9,2,FACS,20231004/L09_Anc_m2.fasta,r03,0,L09-2,L09_Anc,20221222,TRUE,20231004,20231004,,L09_Anc_m2.fasta
L09_Anc,9,3,FACS,20231004/L09_Anc_m1.fasta,r03,0,L09-3,L09_Anc,20221222,TRUE,20231004,20231004,,L09_Anc_m1.fasta
L09_Anc,9,4,FACS,20231004/L09_Anc_m2.fasta,r03,0,L09-4,L09_Anc,20221222,TRUE,20231004,20231004,,L09_Anc_m2.fasta
L10_Anc,10,1,FACS,20231003/L10_Anc.fasta,r04,0,L10-1,L10_Anc,20221222,TRUE,20231003,20231003,,L10_Anc.fasta
L10_Anc,10,2,FACS,20231003/L10_Anc.fasta,r04,0,L10-2,L10_Anc,20221222,TRUE,20231003,20231003,,L10_Anc.fasta
L10_Anc,10,3,FACS,20231003/L10_Anc.fasta,r04,0,L10-3,L10_Anc,20221222,TRUE,20231003,20231003,,L10_Anc.fasta
L10_Anc,10,4,FACS,20231003/L10_Anc.fasta,r04,0,L10-4,L10_Anc,20221222,TRUE,20231003,20231003,,L10_Anc.fasta
L11_Anc,11,1,FACS,20250204/L11_Anc.fasta,r05,0,L11-1,L11_Anc,20221222,TRUE,20250204,20250204,,L11_Anc_m1.fasta
L11_Anc,11,2,FACS,20250204/L11_Anc.fasta,r05,0,L11-2,L11_Anc,20221222,TRUE,20250204,20250204,,L11_Anc.fasta
L11_Anc,11,3,FACS,20250204/L11_Anc.fasta,r05,0,L11-3,L11_Anc,20221222,TRUE,20250204,20250204,,L11_Anc.fasta
L11_Anc,11,4,FACS,20250204/L11_Anc.fasta,r05,0,L11-4,L11_Anc,20221222,TRUE,20250204,20250204,,L11_Anc.fasta
L01-1_G08,1,1,8,20250122/L01-1_G08_polish_fix.fasta,R01,1,L01-1,L01-1_G8,20230721,TRUE,20250122,20250122,,L01-1_G08_polish_fix.fasta
L01-2_G08,1,2,8,20231003/L01-2_G8.fasta,R01,1,L01-2,L01-2_G8,20230721,TRUE,20231003,20231003,,L01-2_G8.fasta
L01-3_G08,1,3,8,20231003/L01-3_G8.fasta,R01,1,L01-3,L01-3_G8,20230721,TRUE,20231003,20231003,,L01-3_G8.fasta
L01-4_G08,1,4,8,20231003/L01-4_G8.fasta,R01,1,L01-4,L01-4_G8,20230721,TRUE,20231003,20231003,,L01-4_G8.fasta
L02-1_G08,2,1,8,20250122/L02-1_G08_v2.fasta,R02,1,L02-1,L02-1_G8,20230721,TRUE,20250122,20250122,,L02-1_G08_v2.fasta
L02-2_G08,2,2,8,20231003/L02-2_G8.fasta,R02,1,L02-2,L02-2_G8,20230913,TRUE,20231003,20231003,,L02-2_G8.fasta
L02-3_G08,2,3,8,20250204/L02-3_G08.fasta,R02,1,L02-3,L02-3_G8,20230721,TRUE,20250204,20250204,,L02-3_G08.fasta
L02-4_G08,2,4,8,20231003/L02-4_G8.fasta,R02,1,L02-4,L02-4_G8,20230721,TRUE,20231003,20231003,,L02-4_G8.fasta
L03-1_G08,3,1,8,20231003/L03-1_G8.fasta,R03,1,L03-1,L03-1_G8,20230721,TRUE,20231003,20231003,,L03-1_G8.fasta
L03-2_G08,3,2,8,20231003/L03-2_G8.fasta,R03,1,L03-2,L03-2_G8,20230930,TRUE,20231003,20231003,,L03-2_G8.fasta
L03-3_G08,3,3,8,20231003/L03-3_G8.fasta,R03,1,L03-3,L03-3_G8,20230918,TRUE,20231003,20231003,,L03-3_G8.fasta
L03-4_G08,3,4,8,20250204/L03-4_G08.fasta,R03,1,L03-4,L03-4_G8,20230930,TRUE,20250204,20250204,,L03-4_G08.fasta
L04-1_G08,4,1,8,20231003/L04-1_G8.fasta,R04,1,L04-1,L04-1_G8,20230930,TRUE,20231003,20231003,,L04-1_G8.fasta
L04-2_G08,4,2,8,20231003/L04-2_G8.fasta,R04,1,L04-2,L04-2_G8,20230721,TRUE,20231003,20231003,,L04-2_G8.fasta
L04-3_G08,4,3,8,20231003/L04-3_G08_v2.fasta,R04,1,L04-3,L04-3_G8,20230918,FALSE,20231003,20231003,,L04-3_G08_v2.fasta
L04-4_G08,4,4,8,20231003/L04-4_G8.fasta,R04,1,L04-4,L04-4_G8,20230721,TRUE,20231003,20231003,,L04-4_G8.fasta
L05-1_G08,5,1,8,20231003/L05-1_G8.fasta,R05,1,L05-1,L05-1_G8,20230909,TRUE,20231003,20231003,,L05-1_G8.fasta
L05-2_G08,5,2,8,20250116/L05-2_G08.fasta,R05,1,L05-2,L05-2_G8,20230909,TRUE,20250116,20250116,,L05-2_G08.fasta
L05-3_G08,5,3,8,20231003/L05-3_G8.fasta,R05,1,L05-3,L05-3_G8,20230721,TRUE,20231003,20231003,,L05-3_G8.fasta
L05-4_G08,5,4,8,20250204/L05-4_G08.fasta,R05,1,L05-4,L05-4_G8,20230930,FALSE,20250204,20250204,,L05-4_G08.fasta
L06-1_G08,6,1,8,20231003/L06-1_G8.fasta,R06,1,L06-1,L06-1_G8,20230721,TRUE,20231003,20231003,,L06-1_G8.fasta
L06-2_G08,6,2,8,20231003/L06-2_G8.fasta,R06,1,L06-2,L06-2_G8,20230721,TRUE,20231003,20231003,,L06-2_G8.fasta
L06-3_G08,6,3,8,20231003/L06-3_G8.fasta,R06,1,L06-3,L06-3_G8,20230721,TRUE,20231003,20231003,,L06-3_G8.fasta
L06-4_G08,6,4,8,20231003/L06-4_G8.fasta,R06,1,L06-4,L06-4_G8,20230721,TRUE,20231003,20231003,,L06-4_G8.fasta
L07-1_G08,7,1,8,20231003/L07-1_G8.fasta,r01,0,L07-1,L07-1_G8,20230721,TRUE,20231003,20231003,,L07-1_G8.fasta
L07-2_G08,7,2,8,20231003/L07-2_G8.fasta,r01,0,L07-2,L07-2_G8,20230918,TRUE,20231003,20231003,,L07-2_G8.fasta
L07-3_G08,7,3,8,20231003/L07-3_G8.fasta,r01,0,L07-3,L07-3_G8,20230721,TRUE,20231003,20231003,,L07-3_G8.fasta
L07-4_G08,7,4,8,20250204/L07-4_G08.fasta,r01,0,L07-4,L07-4_G8,20230721,TRUE,20250204,20250204,,L07-4_G08.fasta
L08-1_G08,8,1,8,20231003/L08-1_G8.fasta,r02,0,L08-1,L08-1_G8,20230721,TRUE,20231003,20231003,,L08-1_G8.fasta
L08-2_G08,8,2,8,20231003/L08-2_G8.fasta,r02,0,L08-2,L08-2_G8,20230721,TRUE,20231003,20231003,,L08-2_G8.fasta
L08-3_G08,8,3,8,20250204/L08-3_G08_medaka_c2_fixed.fasta,r02,0,L08-3,L08-3_G8,20230721,TRUE,20250204,20250204,,L08-3_G08_v5.fasta
L08-4_G08,8,4,8,20231003/L08-4_G8.fasta,r02,0,L08-4,L08-4_G8,20230721,TRUE,20231003,20231003,,L08-4_G8.fasta
L09-1_G08,9,1,8,20231003/L09-1_G8.fasta,r03,0,L09-1,L09-1_G8,20230721,TRUE,20231003,20231003,,L09-1_G8.fasta
L09-2_G08,9,2,8,20231003/L09-2_G8.fasta,r03,0,L09-2,L09-2_G8,20230721,TRUE,20231003,20231003,,L09-2_G8.fasta
L09-3_G08,9,3,8,20231003/L09-3_G8.fasta,r03,0,L09-3,L09-3_G8,20230721,TRUE,20231003,20231003,,L09-3_G8.fasta
L09-4_G08,9,4,8,20231003/L09-4_G8.fasta,r03,0,L09-4,L09-4_G8,20230721,TRUE,20231003,20231003,,L09-4_G8.fasta
L10-1_G08,10,1,8,20231003/L10-1_G8.fasta,r04,0,L10-1,L10-1_G8,20230721,TRUE,20231003,20231003,,L10-1_G8.fasta
L10-2_G08,10,2,8,20231003/L10-2_G8.fasta,r04,0,L10-2,L10-2_G8,20230918,TRUE,20231003,20231003,,L10-2_G8.fasta
L10-3_G08,10,3,8,20250204/L10-3_G08.fasta,r04,0,L10-3,L10-3_G8,20230721,TRUE,20250204,20250204,,L10-3_G08.fasta
L10-4_G08,10,4,8,20231003/L10-4_G8.fasta,r04,0,L10-4,L10-4_G8,20230721,TRUE,20231003,20231003,,L10-4_G8.fasta
L11-1_G08,11,1,8,20231003/L11-1_G8.fasta,r05,0,L11-1,L11-1_G8,20230721,TRUE,20231003,20231003,,L11-1_G8.fasta
L11-2_G08,11,2,8,20231003/L11-2_G08_v2.fasta,r05,0,L11-2,L11-2_G8,20230721,TRUE,20231003,20231003,,L11-2_G08_v2.fasta
L11-3_G08,11,3,8,20231003/L11-3_G8.fasta,r05,0,L11-3,L11-3_G8,20230721,TRUE,20231003,20231003,,L11-3_G8.fasta
L11-4_G08,11,4,8,20231003/L11-4_G8.fasta,r05,0,L11-4,L11-4_G8,20230721,FALSE,20231003,20231003,,L11-4_G8.fasta
L01-1_G20,1,1,20,20231003/L01-1_G20.fasta,R01,1,L01-1,L01-1_G20,20230913,TRUE,20231003,20231003,,L01-1_G20.fasta
L01-2_G20,1,2,20,20231003/L01-2_G20.fasta,R01,1,L01-2,L01-2_G20,20230913,TRUE,20231003,20231003,,L01-2_G20.fasta
L01-3_G20,1,3,20,20231003/L01-3_G20.fasta,R01,1,L01-3,L01-3_G20,20230918,TRUE,20231003,20231003,,L01-3_G20.fasta
L01-4_G20,1,4,20,20250204/L01-4_G20.fasta,R01,1,L01-4,L01-4_G20,20230930,TRUE,20250204,20250204,,L01-4_G20.fasta
L02-1_G20,2,1,20,20250204/L02-1_G20.fasta,R02,1,L02-1,L02-1_G20,20230918,FALSE,20250204,20250204,,L02-1_G20.fasta
L02-2_G20,2,2,20,20231003/L02-2_G20.fasta,R02,1,L02-2,L02-2_G20,20230918,FALSE,20231003,20231003,,L02-2_G20.fasta
L02-3_G20,2,3,20,20231003/L02-3_G20.fasta,R02,1,L02-3,L02-3_G20,20230915_2,FALSE,20231003,20231003,,L02-3_G20.fasta
L02-4_G20,2,4,20,20231003/L02-4_G20.fasta,R02,1,L02-4,L02-4_G20,20230918,FALSE,20231003,20231003,,L02-4_G20.fasta
L03-1_G20,3,1,20,20231004/L03-1_G20_m20231003.fasta,R03,1,L03-1,L03-1_G20,20230909,TRUE,20231004,20231004,,L03-1_G20_m20231003.fasta
L03-2_G20,3,2,20,20231003/L03-2_G20.fasta,R03,1,L03-2,L03-2_G20,20230909,TRUE,20231003,20231003,,L03-2_G20.fasta
L03-3_G20,3,3,20,20231003/L03-3_G20.fasta,R03,1,L03-3,L03-3_G20,20230909,TRUE,20231003,20231003,,L03-3_G20.fasta
L03-4_G20,3,4,20,20240413/L03-4_G20.fasta,R03,1,L03-4,L03-4_G20,20230909,FALSE,20240413,20240413,,L03-4_G20.fasta
L04-1_G20,4,1,20,20250204/L04-1_G20.fasta,R04,1,L04-1,L04-1_G20,20230909,TRUE,20250204,20250204,,L04-1_G20.fasta
L04-2_G20,4,2,20,20231003/L04-2_G20.fasta,R04,1,L04-2,L04-2_G20,20230909,TRUE,20231003,20231003,,L04-2_G20.fasta
L04-3_G20,4,3,20,20231003/L04-3_G20.fasta,R04,1,L04-3,L04-3_G20,20230918,FALSE,20231003,20231003,,L04-3_G20.fasta
L04-4_G20,4,4,20,20250204/L04-4_G20.fasta,R04,1,L04-4,L04-4_G20,20230918,FALSE,20250204,20250204,,L04-4_G20.fasta
L05-1_G20,5,1,20,20231003/L05-1_G20.fasta,R05,1,L05-1,L05-1_G20,20230909,TRUE,20231003,20231003,,L05-1_G20.fasta
L05-2_G20,5,2,20,20231003/L05-2_G20.fasta,R05,1,L05-2,L05-2_G20,20230909,TRUE,20231003,20231003,,L05-2_G20.fasta
L05-3_G20,5,3,20,20231003/L05-3_G20.fasta,R05,1,L05-3,L05-3_G20,20230909,TRUE,20231003,20231003,,L05-3_G20.fasta
L05-4_G20,5,4,20,20231003/L05-4_G20.fasta,R05,1,L05-4,L05-4_G20,20230909,TRUE,20231003,20231003,,L05-4_G20.fasta
L06-1_G20,6,1,20,20231003/L06-1_G20.fasta,R06,1,L06-1,L06-1_G20,20230909,TRUE,20231003,20231003,,L06-1_G20.fasta
L06-2_G20,6,2,20,20231003/L06-2_G20.fasta,R06,1,L06-2,L06-2_G20,20230909,TRUE,20231003,20231003,,L06-2_G20.fasta
L06-3_G20,6,3,20,20250204/L06-3_G20.fasta,R06,1,L06-3,L06-3_G20,20230918,TRUE,20250204,20250204,,L06-3_G20.fasta
L06-4_G20,6,4,20,20231003/L06-4_G20.fasta,R06,1,L06-4,L06-4_G20,20230918,FALSE,20231003,20231003,,L06-4_G20.fasta
L07-1_G20,7,1,20,20231003/L07-1_G20.fasta,r01,0,L07-1,L07-1_G20,20230909,TRUE,20231003,20231003,,L07-1_G20.fasta
L07-2_G20,7,2,20,20231003/L07-2_G20.fasta,r01,0,L07-2,L07-2_G20,20230909,TRUE,20231003,20231003,,L07-2_G20.fasta
L07-3_G20,7,3,20,20231003/L07-3_G20.fasta,r01,0,L07-3,L07-3_G20,20230909,TRUE,20231003,20231003,,L07-3_G20.fasta
L07-4_G20,7,4,20,20231003/L07-4_G20.fasta,r01,0,L07-4,L07-4_G20,20230909,TRUE,20231003,20231003,,L07-4_G20.fasta
L08-1_G20,8,1,20,20231003/L08-1_G20.fasta,r02,0,L08-1,L08-1_G20,20230909,TRUE,20231003,20231003,,L08-1_G20.fasta
L08-2_G20,8,2,20,20231003/L08-2_G20.fasta,r02,0,L08-2,L08-2_G20,20230918,FALSE,20231003,20231003,,L08-2_G20.fasta
L08-3_G20,8,3,20,20250204/L08-3_G20_v2.fasta,r02,0,L08-3,L08-3_G20,20230909,TRUE,20250204,20250204,,L08-3_G20_v2.fasta
L08-4_G20,8,4,20,20231003/L08-4_G20.fasta,r02,0,L08-4,L08-4_G20,20230913,TRUE,20231003,20231003,,L08-4_G20.fasta
L09-1_G20,9,1,20,20231003/L09-1_G20.fasta,r03,0,L09-1,L09-1_G20,20230918,TRUE,20231003,20231003,,L09-1_G20.fasta
L09-2_G20,9,2,20,20231003/L09-2_G20.fasta,r03,0,L09-2,L09-2_G20,20230915_2,TRUE,20231003,20231003,,L09-2_G20.fasta
L09-3_G20,9,3,20,20250204/L09-3_G20.fasta,r03,0,L09-3,L09-3_G20,20230913,TRUE,20250204,20250204,,L09-3_G20.fasta
L09-4_G20,9,4,20,20231003/L09-4_G20.fasta,r03,0,L09-4,L09-4_G20,20230918,TRUE,20231003,20231003,,L09-4_G20.fasta
L10-1_G20,10,1,20,20231003/L10-1_G20.fasta,r04,0,L10-1,L10-1_G20,20230918,TRUE,20231003,20231003,,L10-1_G20.fasta
L10-2_G20,10,2,20,20231003/L10-2_G20.fasta,r04,0,L10-2,L10-2_G20,20230918,TRUE,20231003,20231003,,L10-2_G20.fasta
L10-3_G20,10,3,20,20231003/L10-3_G20.fasta,r04,0,L10-3,L10-3_G20,20230913,TRUE,20231003,20231003,,L10-3_G20.fasta
L10-4_G20,10,4,20,20231003/L10-4_G20.fasta,r04,0,L10-4,L10-4_G20,20230909,TRUE,20231003,20231003,,L10-4_G20.fasta
L11-1_G20,11,1,20,20231003/L11-1_G20.fasta,r05,0,L11-1,L11-1_G20,20230909,TRUE,20231003,20231003,,L11-1_G20.fasta
L11-2_G20,11,2,20,20250116/L11-2_G20.fasta,r05,0,L11-2,L11-2_G20,20230909,TRUE,20250116,20250116,,L11-2_G20.fasta
L11-3_G20,11,3,20,20231003/L11-3_G20.fasta,r05,0,L11-3,L11-3_G20,20230909,TRUE,20231003,20231003,,L11-3_G20.fasta
L11-4_G20,11,4,20,20231003/L11-4_G20.fasta,r05,0,L11-4,L11-4_G20,20230909,FALSE,20231003,20231003,,L11-4_G20.fasta
