group,start,end,depth,length,start_fix,end_fix,is_start,is_end,line,gen_id
10,3916799,3922225,0.0,5427,3967892,3977981,42,44,L01-2,3
11,3922226,3951910,1.0,29685,3977982,4007666,44,-1,L01-2,3
1,1,546067,1.0,546067,1,549160,-1,4,L01-3,2
2,546068,554348,0.0,8281,549161,560534,4,7,L01-3,2
3,554349,1175424,1.0,621076,560535,1181610,7,8,L01-3,2
4,1175425,1182262,0.0,6838,1181611,1193120,8,11,L01-3,2
5,1182263,1821331,1.0,639069,1193121,1839945,11,19,L01-3,2
6,1821332,1831092,0.0,9761,1839946,1849706,19,20,L01-3,2
7,1831093,3446720,1.0,1615628,1849707,3477753,20,31,L01-3,2
8,3446721,3448128,0.0,1408,3477754,3479161,31,32,L01-3,2
9,3448129,3965065,1.0,516937,3479162,4003851,32,-1,L01-3,2
1,1,1036529,1.0,1036529,1,1045806,-1,7,L01-3,3
2,1036530,1037655,0.0,1126,1045807,1046932,7,8,L01-3,3
3,1037656,1542071,1.0,504416,1046933,1562196,8,15,L01-3,3
4,1542072,1543177,0.0,1106,1565290,1566395,15,17,L01-3,3
5,1543178,1806019,1.0,262842,1566396,1835423,17,22,L01-3,3
6,1806020,1806196,0.0,177,1835424,1835600,22,23,L01-3,3
7,1806197,1929271,1.0,123075,1838693,1964863,23,27,L01-3,3
8,1929272,1942938,0.0,13667,1964864,1978530,27,28,L01-3,3
9,1942939,2258298,1.0,315360,1981623,2301645,28,30,L01-3,3
10,2258299,2266729,0.0,8431,2301646,2310076,30,32,L01-3,3
11,2266730,3092022,1.0,825293,2310077,3146216,32,40,L01-3,3
12,3092023,3092992,0.0,970,3146217,3147186,40,41,L01-3,3
13,3092993,3298185,1.0,205193,3147187,3352379,41,42,L01-3,3
14,3298186,3323399,0.0,25214,3352380,3380686,42,45,L01-3,3
15,3323400,3804587,1.0,481188,3380687,3864966,45,48,L01-3,3
16,3804588,3809142,0.0,4555,3864967,3869521,48,49,L01-3,3
17,3809143,3869742,1.0,60600,3872614,3936305,49,51,L01-3,3
18,3869743,3883258,0.0,13516,3936306,3949821,51,53,L01-3,3
19,3883259,3938711,1.0,55453,3949822,4008366,53,-1,L01-3,3
1,1,2283208,1.0,2283208,1,2306485,-1,17,L01-4,2
2,2283209,2309660,0.0,26452,2311149,2337600,17,19,L01-4,2
3,2309661,3965065,1.0,1655405,2337601,4003851,19,-1,L01-4,2
1,1,434043,1.0,434043,1,434043,-1,4,L01-4,3
2,434044,436225,0.0,2182,434044,436225,4,5,L01-4,3
3,436226,2283224,1.0,1846999,436226,2312629,5,26,L01-4,3
4,2283225,2413184,2.0,129960,2317293,2447252,26,28,L01-4,3
5,2413185,2520777,1.0,107593,2450346,2557938,28,30,L01-4,3
6,2520778,2522378,0.0,1601,2557939,2559539,30,31,L01-4,3
7,2522379,3311597,1.0,789219,2562633,3354944,31,37,L01-4,3
8,3311598,3319280,0.0,7683,3354945,3362627,37,38,L01-4,3
9,3319281,3420160,1.0,100880,3365721,3471262,38,40,L01-4,3
10,3420161,3421575,0.0,1415,3471263,3472677,40,42,L01-4,3
11,3421576,3808746,1.0,387171,3472678,3859848,42,43,L01-4,3
12,3808747,3809074,0.0,328,3859849,3860176,43,44,L01-4,3
13,3809075,3938639,1.0,129565,3863270,3997478,44,-1,L01-4,3
1,1,1232073,1.0,1232073,1,1232073,-1,2,L02-1,2
2,1232074,1232489,0.0,416,1232074,1232489,2,3,L02-1,2
3,1232490,1810176,1.0,577687,1232490,1819454,3,11,L02-1,2
4,1810177,1844962,0.0,34786,1819455,1854240,11,12,L02-1,2
5,1844963,3038436,1.0,1193474,1854241,3060085,12,22,L02-1,2
6,3038437,3039378,0.0,942,3060086,3061027,22,23,L02-1,2
7,3039379,3348558,1.0,309180,3064121,3373300,23,25,L02-1,2
8,3348559,3358599,0.0,10041,3376394,3386434,25,27,L02-1,2
9,3358600,3792812,1.0,434213,3386435,3829925,27,35,L02-1,2
10,3792813,3811970,4.0,19158,3829926,3855278,35,37,L02-1,2
11,3811971,3851229,1.0,39259,3855279,3894537,37,38,L02-1,2
12,3851230,3853634,0.0,2405,3894538,3900034,38,39,L02-1,2
13,3853635,3951002,1.0,97368,3900035,3997402,39,41,L02-1,2
14,3951003,3952154,0.0,1152,3997403,3998554,41,42,L02-1,2
15,3952155,3977353,1.0,25199,4001648,4026846,42,-1,L02-1,2
1,1,101578,1.0,101578,1,101578,-1,-1,L02-1,3
2,101579,101676,0.0,98,101579,101676,-1,-1,L02-1,3
3,101677,1272233,1.0,1170557,101677,1279067,-1,9,L02-1,3
4,1272234,1512401,2.0,240168,1282160,1522327,9,12,L02-1,3
5,1512402,1656447,1.0,144046,1525421,1669466,12,14,L02-1,3
6,1656448,1657829,0.0,1382,1669467,1670848,14,15,L02-1,3
7,1657830,2248007,1.0,590178,1673942,2273398,15,24,L02-1,3
8,2248008,2259584,0.0,11577,2273399,2284975,24,25,L02-1,3
9,2259585,3646000,1.0,1386416,2284976,3699227,25,46,L02-1,3
10,3646001,3730154,0.0,84154,3699228,3783381,46,47,L02-1,3
11,3730155,3765813,1.0,35659,3786475,3825875,47,51,L02-1,3
12,3765814,3804126,0.0,38313,3829619,3871673,51,55,L02-1,3
13,3804127,3959914,1.0,155788,3871674,4034296,55,59,L02-1,3
14,3959915,3961424,0.0,1510,4037390,4038899,59,61,L02-1,3
15,3961425,3985114,1.0,23690,4038900,4062589,61,-1,L02-1,3
1,1,554066,1.0,554066,1,554066,-1,1,L02-2,2
2,554067,554747,0.0,681,554067,554747,1,2,L02-2,2
3,554748,2383268,1.0,1828521,554748,2395638,2,15,L02-2,2
4,2383269,2387361,0.0,4093,2395639,2399731,15,16,L02-2,2
5,2387362,3019843,1.0,632482,2399732,3041492,16,24,L02-2,2
6,3019844,3039376,0.0,19533,3041493,3061025,24,25,L02-2,2
7,3039377,3699635,1.0,660259,3061026,3733655,25,33,L02-2,2
8,3699636,3714615,0.0,14980,3733656,3748635,33,34,L02-2,2
9,3714616,3776310,1.0,61695,3748636,3810330,34,35,L02-2,2
10,3776311,3792813,2.0,16503,3810331,3829926,35,37,L02-2,2
11,3792814,3853625,1.0,60812,3836122,3896933,37,40,L02-2,2
12,3853626,3854074,0.0,449,3896934,3900474,40,42,L02-2,2
13,3854075,3952152,1.0,98078,3900475,3998552,42,43,L02-2,2
14,3952153,3952898,0.0,746,3998553,4002391,43,45,L02-2,2
15,3952899,3977353,1.0,24455,4002392,4026846,45,-1,L02-2,2
1,1,2294155,1.0,2294155,1,2319548,-1,18,L02-2,3
2,2294156,2295806,0.0,1651,2322642,2324292,18,20,L02-2,3
3,2295807,2420663,1.0,124857,2324293,2452242,20,23,L02-2,3
4,2420664,2793023,2.0,372360,2452243,2830763,23,28,L02-2,3
5,2793024,3324351,1.0,531328,2833857,3371370,28,34,L02-2,3
6,3324352,3325031,0.0,680,3374464,3375143,34,36,L02-2,3
7,3325032,3675439,1.0,350408,3375144,3734830,36,41,L02-2,3
8,3675440,3677598,0.0,2159,3734831,3736989,41,43,L02-2,3
9,3677599,3753639,1.0,76041,3736990,3819216,43,46,L02-2,3
10,3753640,3770140,0.0,16501,3819217,3835717,46,48,L02-2,3
11,3770141,3953495,1.0,183355,3839460,4038944,48,-1,L02-2,3
1,1,1214066,1.0,1214066,1,1214066,-1,3,L02-3,2
2,1214067,1232094,0.0,18028,1214067,1232094,3,4,L02-3,2
3,1232095,1658237,1.0,426143,1232095,1664422,4,10,L02-3,2
4,1658238,1658799,0.0,562,1664423,1668077,10,12,L02-3,2
5,1658800,2387362,1.0,728563,1668078,2399732,12,17,L02-3,2
6,2387363,2389162,0.0,1800,2402826,2404625,17,19,L02-3,2
7,2389163,2557187,1.0,168025,2404626,2572650,19,20,L02-3,2
8,2557188,2574834,0.0,17647,2572651,2590297,20,21,L02-3,2
9,2574835,3348556,1.0,773722,2590298,3373298,21,29,L02-3,2
10,3348557,3349063,0.0,507,3373299,3376898,29,31,L02-3,2
11,3349064,3756953,1.0,407890,3376899,3790973,31,37,L02-3,2
12,3756954,3776310,0.0,19357,3790974,3810330,37,38,L02-3,2
13,3776311,3792812,1.0,16502,3810331,3829925,38,40,L02-3,2
14,3792813,3811970,2.0,19158,3829926,3855278,40,42,L02-3,2
15,3811971,3977353,1.0,165383,3855279,4026846,42,-1,L02-3,2
1,1,1098868,1.0,1098868,1,1101960,-1,3,L02-3,3
2,1098869,1113797,0.0,14929,1101961,1116889,3,4,L02-3,3
3,1113798,2343869,1.0,1230072,1119983,2375445,4,25,L02-3,3
4,2343870,2368795,0.0,24926,2375446,2400371,25,26,L02-3,3
5,2368796,2625915,2.0,257120,2403465,2663676,26,30,L02-3,3
6,2625916,3913434,1.0,1287519,2666770,3992700,30,54,L02-3,3
7,3913435,3915439,0.0,2005,3992701,3994705,54,56,L02-3,3
8,3915440,3938632,1.0,23193,3994706,4017898,56,-1,L02-3,3
1,1,1190355,1.0,1190355,1,1190355,-1,-1,L02-4,2
2,1190356,1190464,0.0,109,1190356,1190464,-1,-1,L02-4,2
3,1190465,2329068,1.0,1138604,1190465,2341438,-1,15,L02-4,2
4,2329069,2387362,0.0,58294,2341439,2399732,15,16,L02-4,2
5,2387363,3135390,1.0,748028,2402826,3160132,16,26,L02-4,2
6,3135391,3144870,0.0,9480,3160133,3169612,26,27,L02-4,2
7,3144871,3330774,1.0,185904,3169613,3355516,27,28,L02-4,2
8,3330775,3362205,0.0,31431,3355517,3390040,28,31,L02-4,2
9,3362206,3789842,1.0,427637,3390041,3826955,31,39,L02-4,2
10,3789843,3792812,0.0,2970,3826956,3829925,39,40,L02-4,2
11,3792813,3894552,1.0,101740,3829926,3940952,40,45,L02-4,2
12,3894553,3895629,0.0,1077,3940953,3942029,45,46,L02-4,2
13,3895630,3977353,1.0,81724,3942030,4026846,46,-1,L02-4,2
1,1,137374,1.0,137374,1,137374,-1,1,L02-4,3
2,137375,144392,0.0,7018,140468,150576,1,5,L02-4,3
3,144393,2174182,1.0,2029790,150577,2198922,5,22,L02-4,3
4,2174183,2183292,0.0,9110,2198923,2208032,22,23,L02-4,3
5,2183293,2294663,1.0,111371,2208033,2322496,23,26,L02-4,3
6,2294664,2301126,0.0,6463,2325590,2332052,26,28,L02-4,3
7,2301127,2541268,1.0,240142,2332053,2578378,28,33,L02-4,3
8,2541269,2605546,2.0,64278,2581472,2648840,33,35,L02-4,3
9,2605547,3060772,1.0,455226,2648841,3110252,35,41,L02-4,3
10,3060773,3065540,0.0,4768,3110253,3115020,41,42,L02-4,3
11,3065541,3075804,1.0,10264,3115021,3125284,42,43,L02-4,3
12,3075805,3076991,0.0,1187,3125285,3126471,43,44,L02-4,3
13,3076992,3478163,1.0,401172,3131289,3542387,44,52,L02-4,3
14,3478164,3479072,0.0,909,3542388,3543296,52,53,L02-4,3
15,3479073,3740525,1.0,261453,3543297,3814673,53,61,L02-4,3
16,3740526,3740714,0.0,189,3814674,3814862,61,62,L02-4,3
17,3740715,3787265,1.0,46551,3814863,3864505,62,65,L02-4,3
18,3787266,3792289,0.0,5024,3867599,3872622,65,67,L02-4,3
19,3792290,3808796,1.0,16507,3876364,3892870,67,69,L02-4,3
20,3808797,3809451,0.0,655,3892871,3893525,69,70,L02-4,3
21,3809452,3848553,1.0,39102,3893526,3932627,70,71,L02-4,3
22,3848554,3854371,0.0,5818,3932628,3941537,71,74,L02-4,3
23,3854372,3874009,1.0,19638,3941538,3961175,74,-1,L02-4,3
1,1,3916002,1.0,3916002,1,3945915,-1,-1,L03-1,2
1,1,493508,1.0,493508,1,496601,-1,-1,L03-1,3
2,493509,494571,0.0,1063,496602,497664,-1,-1,L03-1,3
3,494572,1028865,1.0,534294,497665,1031958,-1,4,L03-1,3
4,1028866,1044878,0.0,16013,1031959,1047971,4,5,L03-1,3
5,1044879,1333992,1.0,289114,1047972,1343271,5,10,L03-1,3
6,1333993,1345437,0.0,11445,1343272,1357809,10,13,L03-1,3
7,1345438,1860211,1.0,514774,1357810,1878769,13,18,L03-1,3
8,1860212,1860567,0.0,356,1878770,1879125,18,19,L03-1,3
9,1860568,2023584,1.0,163017,1879126,2050405,19,22,L03-1,3
10,2023585,2028511,0.0,4927,2050406,2055332,22,24,L03-1,3
11,2028512,2371537,1.0,343026,2055333,2398358,24,25,L03-1,3
12,2371538,2371763,0.0,226,2398359,2398584,25,26,L03-1,3
13,2371764,3396737,1.0,1024974,2401678,3435929,26,33,L03-1,3
14,3396738,3416096,0.0,19359,3435930,3455288,33,35,L03-1,3
15,3416097,3915965,1.0,499869,3455289,3961342,35,-1,L03-1,3
1,1,1106962,1.0,1106962,1,1110054,-1,8,L03-2,2
2,1106963,1107323,0.0,361,1113148,1113508,8,10,L03-2,2
3,1107324,2004108,1.0,896785,1113509,2021649,10,17,L03-2,2
4,2004109,2009833,0.0,5725,2021650,2027374,17,18,L03-2,2
5,2009834,2300519,1.0,290686,2027375,2318060,18,19,L03-2,2
6,2300520,2301252,0.0,733,2318061,2318793,19,20,L03-2,2
7,2301253,3916002,1.0,1614750,2318794,3945915,20,-1,L03-2,2
1,1,309816,1.0,309816,1,316000,-1,5,L03-2,3
2,309817,310146,0.0,330,316001,316330,5,6,L03-2,3
3,310147,2294240,1.0,1984094,319423,2330328,6,26,L03-2,3
4,2294241,2294406,0.0,166,2330329,2330494,26,27,L03-2,3
5,2294407,3522564,1.0,1228158,2333588,3574115,27,37,L03-2,3
6,3522565,3570879,2.0,48315,3577207,3625521,37,39,L03-2,3
7,3570880,3909145,1.0,338266,3625522,3969971,39,-1,L03-2,3
1,1,1656889,1.0,1656889,1,1669259,-1,11,L03-3,2
2,1656890,1679621,0.0,22732,1669260,1691991,11,13,L03-3,2
3,1679622,1860374,1.0,180753,1691992,1872744,13,14,L03-3,2
4,1860375,1860615,0.0,241,1872745,1872985,14,15,L03-3,2
5,1860616,1892934,2.0,32319,1878157,1910475,15,17,L03-3,2
6,1892935,3396347,1.0,1503413,1910476,3420074,17,27,L03-3,2
7,3396348,3399061,0.0,2714,3420075,3425881,27,30,L03-3,2
8,3399062,3465934,1.0,66873,3425882,3492754,30,31,L03-3,2
9,3465935,3466644,0.0,710,3492755,3493464,31,32,L03-3,2
10,3466645,3857161,1.0,390517,3493465,3887074,32,33,L03-3,2
11,3857162,3859933,0.0,2772,3887075,3889846,33,35,L03-3,2
12,3859934,3916002,1.0,56069,3889847,3945915,35,-1,L03-3,2
1,1,1837666,1.0,1837666,1,1862409,-1,21,L03-3,3
2,1837667,1869986,0.0,32320,1865503,1897822,21,23,L03-3,3
3,1869987,2384776,1.0,514790,1902783,2420665,23,27,L03-3,3
4,2384777,2386333,0.0,1557,2423759,2425315,27,29,L03-3,3
5,2386334,2955235,1.0,568902,2425316,3003495,29,37,L03-3,3
6,2955236,2967334,0.0,12099,3003496,3015594,37,38,L03-3,3
7,2967335,2981680,1.0,14346,3015595,3033033,38,40,L03-3,3
8,2981681,2982485,0.0,805,3033034,3033838,40,41,L03-3,3
9,2982486,3078527,1.0,96042,3033839,3129880,41,42,L03-3,3
10,3078528,3096123,0.0,17596,3129881,3147476,42,43,L03-3,3
11,3096124,3250597,1.0,154474,3150569,3305042,43,45,L03-3,3
12,3250598,3250976,0.0,379,3305043,3305421,45,46,L03-3,3
13,3250977,3593808,1.0,342832,3305422,3654439,46,52,L03-3,3
14,3593809,3622853,0.0,29045,3654440,3683484,52,53,L03-3,3
15,3622854,3919235,1.0,296382,3683485,3981743,53,-1,L03-3,3
1,1,2557972,1.0,2557972,1,2578606,-1,22,L03-4,2
2,2557973,2605270,2.0,47298,2578607,2628997,22,24,L03-4,2
3,2605271,3916002,1.0,1310732,2628998,3945915,24,-1,L03-4,2
1,1,1799178,1.0,1799178,1,1823916,-1,19,L03-4,3
2,1799179,1860617,0.0,61439,1823917,1885355,19,20,L03-4,3
3,1860618,2558023,1.0,697406,1890526,2606488,20,36,L03-4,3
4,2558024,2652708,2.0,94685,2606489,2710450,36,40,L03-4,3
5,2652709,3963447,1.0,1310739,2710451,4033559,40,-1,L03-4,3
1,1,24530,1.0,24530,1,24530,-1,1,L04-1,2
2,24531,59443,2.0,34913,24531,59443,1,2,L04-1,2
3,59444,356712,1.0,297269,59444,359804,2,5,L04-1,2
4,356713,357365,0.0,653,359805,360457,5,6,L04-1,2
5,357366,1925403,1.0,1568038,363551,1950146,6,21,L04-1,2
6,1925404,1926577,0.0,1174,1950147,1951320,21,22,L04-1,2
7,1926578,2983996,1.0,1057419,1954414,3021110,22,32,L04-1,2
8,2983997,3007109,0.0,23113,3021111,3044223,32,33,L04-1,2
9,3007110,3179998,1.0,172889,3047317,3220205,33,35,L04-1,2
10,3179999,3180894,0.0,896,3220206,3221101,35,36,L04-1,2
11,3180895,3583153,1.0,402259,3221102,3623360,36,37,L04-1,2
12,3583154,3586617,0.0,3464,3623361,3626824,37,38,L04-1,2
13,3586618,3949534,1.0,362917,3629918,3992834,38,-1,L04-1,2
1,1,59436,0.0,59436,1,59436,-1,1,L04-1,3
2,59437,875070,1.0,815634,62530,890533,1,13,L04-1,3
3,875071,880267,0.0,5197,890534,895730,13,14,L04-1,3
4,880268,1306888,1.0,426621,895731,1325443,14,17,L04-1,3
5,1306889,1307472,0.0,584,1325444,1326027,17,18,L04-1,3
6,1307473,1716192,1.0,408720,1329120,1744024,18,24,L04-1,3
7,1716193,1733354,0.0,17162,1744025,1761186,24,25,L04-1,3
8,1733355,1995864,1.0,262510,1761187,2029881,25,29,L04-1,3
9,1995865,1999818,0.0,3954,2029882,2033835,29,30,L04-1,3
10,1999819,2019162,3.0,19344,2033836,2053179,30,31,L04-1,3
11,2019163,3459793,1.0,1440631,2056273,3512367,31,46,L04-1,3
12,3459794,3462025,0.0,2232,3515462,3517693,46,48,L04-1,3
13,3462026,3587174,1.0,125149,3517694,3642842,48,49,L04-1,3
14,3587175,3587907,0.0,733,3645936,3646668,49,51,L04-1,3
15,3587908,3656462,1.0,68555,3646669,3715223,51,-1,L04-1,3
16,3656463,3661632,2.0,5170,3715224,3720393,-1,-1,L04-1,3
17,3661633,3825056,1.0,163424,3720394,3883817,-1,52,L04-1,3
18,3825057,3825416,0.0,360,3883818,3884177,52,53,L04-1,3
19,3825417,3955125,1.0,129709,3887271,4023163,53,-1,L04-1,3
1,1,116142,1.0,116142,1,116142,-1,1,L04-2,2
2,116143,118466,0.0,2324,116143,118466,1,2,L04-2,2
3,118467,484219,1.0,365753,121559,490404,2,6,L04-2,2
4,484220,484753,0.0,534,490405,490938,6,7,L04-2,2
5,484754,762208,1.0,277455,494032,774579,7,11,L04-2,2
6,762209,762622,0.0,414,774580,778086,11,13,L04-2,2
7,762623,2182351,1.0,1419729,778087,2210187,13,24,L04-2,2
8,2182352,2182894,0.0,543,2210188,2210730,24,25,L04-2,2
9,2182895,2399944,1.0,217050,2210731,2433965,25,31,L04-2,2
10,2399945,2400886,0.0,942,2437059,2438000,31,33,L04-2,2
11,2400887,3007109,1.0,606223,2438001,3044223,33,34,L04-2,2
12,3007110,3011187,0.0,4078,3047317,3051394,34,36,L04-2,2
13,3011188,3577077,1.0,565890,3051395,3617284,36,38,L04-2,2
14,3577078,3586617,0.0,9540,3617285,3626824,38,39,L04-2,2
15,3586618,3949534,1.0,362917,3629918,3992834,39,-1,L04-2,2
1,1,294224,1.0,294224,1,297317,-1,3,L04-2,3
2,294225,323947,0.0,29723,297318,327040,3,4,L04-2,3
3,323948,347596,1.0,23649,327041,350689,4,5,L04-2,3
4,347597,356406,0.0,8810,350690,362591,5,8,L04-2,3
5,356407,1051575,1.0,695169,362592,1067038,8,15,L04-2,3
6,1051576,1054755,0.0,3180,1067039,1070218,15,16,L04-2,3
7,1054756,1178794,1.0,124039,1073312,1197350,16,18,L04-2,3
8,1178795,1180285,0.0,1491,1197351,1198841,18,19,L04-2,3
9,1180286,2208590,1.0,1028305,1198842,2248795,19,33,L04-2,3
10,2208591,2209135,0.0,545,2248796,2249340,33,35,L04-2,3
11,2209136,2396157,1.0,187022,2249341,2445639,35,40,L04-2,3
12,2396158,2405000,0.0,8843,2445640,2454482,40,42,L04-2,3
13,2405001,2987062,1.0,582062,2454483,3036544,42,46,L04-2,3
14,2987063,3002373,0.0,15311,3036545,3051855,46,47,L04-2,3
15,3002374,3711941,1.0,709568,3054949,3770702,47,54,L04-2,3
16,3711942,3716077,0.0,4136,3770703,3774838,54,55,L04-2,3
17,3716078,3848395,1.0,132318,3774839,3907156,55,56,L04-2,3
18,3848396,3881225,0.0,32830,3907157,3939986,56,57,L04-2,3
19,3881226,3931182,1.0,49957,3939987,3989943,57,-1,L04-2,3
1,1,349525,1.0,349525,1,352617,-1,4,L04-3,2
2,349526,399012,0.0,49487,352618,405197,4,7,L04-3,2
3,399013,1244917,1.0,845905,405198,1263474,7,18,L04-3,2
4,1244918,1407725,2.0,162808,1263475,1429375,18,20,L04-3,2
5,1407726,1535163,1.0,127438,1432469,1559906,20,-1,L04-3,2
6,1535164,1535270,0.0,107,1559907,1560013,-1,-1,L04-3,2
7,1535271,3007109,1.0,1471839,1560014,3044223,-1,36,L04-3,2
8,3007110,3178432,2.0,171323,3047317,3218639,36,38,L04-3,2
9,3178433,3178885,0.0,453,3218640,3219092,38,39,L04-3,2
10,3178886,3585835,1.0,406950,3219093,3626042,39,40,L04-3,2
11,3585836,3586617,0.0,782,3626043,3626824,40,41,L04-3,2
12,3586618,3949534,1.0,362917,3629918,3992834,41,-1,L04-3,2
1,1,1875053,1.0,1875053,1,1909069,-1,26,L04-3,3
2,1875054,2037848,0.0,162795,1912159,2074953,26,28,L04-3,3
3,2037849,4232636,1.0,2194788,2074954,4313032,28,-1,L04-3,3
1,1,357261,1.0,357261,1,360353,-1,3,L04-4,2
2,357262,359111,0.0,1850,360354,365296,3,6,L04-4,2
3,359112,474212,1.0,115101,365297,480397,6,7,L04-4,2
4,474213,484753,0.0,10541,480398,490938,7,8,L04-4,2
5,484754,1512825,1.0,1028072,494032,1537568,8,21,L04-4,2
6,1512826,1514509,0.0,1684,1537569,1539252,21,22,L04-4,2
7,1514510,1879770,1.0,365261,1539253,1904513,22,24,L04-4,2
8,1879771,1885732,0.0,5962,1904514,1910475,24,25,L04-4,2
9,1885733,2101863,1.0,216131,1910476,2129699,25,28,L04-4,2
10,2101864,2102317,0.0,454,2129700,2130153,28,29,L04-4,2
11,2102318,2346104,1.0,243787,2130154,2380125,29,34,L04-4,2
12,2346105,2358525,0.0,12421,2380126,2392546,34,35,L04-4,2
13,2358526,2399944,2.0,41419,2392547,2433965,35,36,L04-4,2
14,2399945,3583197,1.0,1183253,2437059,3623404,36,41,L04-4,2
15,3583198,3586824,0.0,3627,3623405,3630124,41,44,L04-4,2
16,3586825,3949534,1.0,362710,3630125,3992834,44,-1,L04-4,2
1,1,349673,1.0,349673,1,352766,-1,3,L04-4,3
2,349674,357265,0.0,7592,352767,360358,3,4,L04-4,3
3,357266,472005,1.0,114740,363451,478190,4,6,L04-4,3
4,472006,472366,0.0,361,478191,478551,6,7,L04-4,3
5,472367,1700070,1.0,1227704,481645,1730996,7,24,L04-4,3
6,1700071,1741487,2.0,41417,1734090,1775506,24,26,L04-4,3
7,1741488,1821966,1.0,80479,1778600,1859078,26,28,L04-4,3
8,1821967,1907095,0.0,85129,1859079,1944207,28,29,L04-4,3
9,1907096,2258159,1.0,351064,1944208,2307642,29,37,L04-4,3
10,2258160,2264829,0.0,6670,2307643,2314312,37,38,L04-4,3
11,2264830,2367015,1.0,102186,2314313,2419590,38,42,L04-4,3
12,2367016,2408433,2.0,41418,2422692,2464109,42,44,L04-4,3
13,2408434,2559257,1.0,150824,2467203,2618026,44,46,L04-4,3
14,2559258,2560493,0.0,1236,2618027,2619262,46,47,L04-4,3
15,2560494,3015590,1.0,455097,2619263,3074359,47,49,L04-4,3
16,3015591,3105687,2.0,90097,3074360,3167549,49,51,L04-4,3
17,3105688,3139253,0.0,33566,3167550,3201115,51,52,L04-4,3
18,3139254,3691922,1.0,552669,3201116,3759970,52,60,L04-4,3
19,3691923,3695774,0.0,3852,3759971,3763822,60,61,L04-4,3
20,3695775,3746969,1.0,51195,3763823,3815017,61,-1,L04-4,3
21,3746970,3747071,0.0,102,3815018,3815119,-1,-1,L04-4,3
22,3747072,3954412,1.0,207341,3815120,4025553,-1,-1,L04-4,3
