# `is_start`: the ID of IS corresponding to the start of the interval. -1 if no corresponding IS.
# Data of {L04-1, gen3} is removed from the main analyses due to sequence divergence between G08 and G20, making analyese unreliable.
depth,length,start,end,is_start,is_end,line,gen_id
0,8810,350690,362591,5,8,L04-2,3
0,3180,1067039,1070218,15,16,L04-2,3
0,1491,1197351,1198841,18,19,L04-2,3
0,545,2248796,2249340,33,35,L04-2,3
0,8843,2445640,2454482,40,42,L04-2,3
0,15311,3036545,3051855,46,47,L04-2,3
0,4136,3770703,3774838,54,55,L04-2,3
0,32830,3907157,3939986,56,57,L04-2,3
0,49487,352618,405197,4,7,L04-3,2
2,162807,1266569,1429375,18,20,L04-3,2
0,107,1559907,1560013,-1,-1,L04-3,2
2,171323,3047317,3218639,36,38,L04-3,2
0,453,3218640,3219092,38,39,L04-3,2
0,782,3626043,3626824,40,41,L04-3,2
0,162798,1912145,2078018,26,28,L04-3,3
0,1850,360354,365296,3,6,L04-4,2
0,10541,480398,490938,7,8,L04-4,2
0,1684,1537569,1539252,21,22,L04-4,2
0,5962,1904514,1910475,24,25,L04-4,2
0,454,2129700,2130153,28,29,L04-4,2
0,12421,2380126,2392546,34,35,L04-4,2
2,41419,2392547,2433965,35,36,L04-4,2
0,3627,3623405,3630124,41,44,L04-4,2
0,7592,352767,360358,3,4,L04-4,3
0,361,478191,478551,6,7,L04-4,3
2,41417,1734090,1775506,24,26,L04-4,3
0,85129,1859079,1944207,28,29,L04-4,3
0,6670,2307643,2314312,37,38,L04-4,3
2,41418,2422692,2464109,42,44,L04-4,3
0,1236,2618027,2619262,46,47,L04-4,3
2,90097,3074360,3167549,49,51,L04-4,3
0,33566,3167550,3201115,51,52,L04-4,3
0,3846,3759977,3763822,60,61,L04-4,3
0,102,3815018,3815119,-1,-1,L04-4,3
0,765,143396,144160,1,2,L05-1,2
0,307,2064373,2064679,16,18,L05-1,2
0,1942,2243328,2245269,19,20,L05-1,2
0,1617,2528733,2530349,23,25,L05-1,2
0,7954,3467719,3478764,32,35,L05-1,2
0,1106,1875535,1876640,14,15,L05-1,3
0,11655,1937643,1949297,19,20,L05-1,3
0,2106,2190459,2192564,24,25,L05-1,3
0,5384,2383245,2388628,28,29,L05-1,3
0,11702,3236271,3247972,39,41,L05-1,3
0,2018,118238,120255,1,2,L05-2,2
0,1466,850369,851834,4,6,L05-2,2
0,442,1069144,1069585,7,8,L05-2,2
2,560,1919588,1920147,18,19,L05-2,2
0,11989,1941249,1953237,20,22,L05-2,2
0,493,2061668,2065252,23,25,L05-2,2
0,519,2143500,2144018,26,27,L05-2,2
0,25623,2529121,2554743,30,32,L05-2,2
0,2682,2984402,2987083,33,35,L05-2,2
0,4970,3475070,3483131,40,43,L05-2,2
0,192,1295949,1296140,-1,15,L05-2,3
0,13115,1843549,1856663,22,23,L05-2,3
0,11108,2032499,2043606,29,30,L05-2,3
0,1121,2145037,2146157,34,35,L05-2,3
0,364,2249569,2249932,37,39,L05-2,3
0,203,2624200,2624402,44,45,L05-2,3
0,8243,3170122,3178364,49,51,L05-2,3
0,197,3387837,3388033,54,55,L05-2,3
0,51920,1807839,1859758,10,11,L05-3,2
0,630,1898320,1898949,13,14,L05-3,2
0,21826,1941249,1963074,15,17,L05-3,2
0,4366,2057749,2065206,18,21,L05-3,2
0,21475,2529121,2550595,24,26,L05-3,2
0,6846,3469967,3479904,32,35,L05-3,2
0,211,108911,109121,3,4,L05-3,3
0,16618,140511,157128,5,6,L05-3,3
0,1784,856594,858377,9,11,L05-3,3
0,1361,1248192,1249552,12,14,L05-3,3
0,39205,1821397,1860601,19,21,L05-3,3
0,10103,1887983,1898085,23,24,L05-3,3
0,2241,2179325,2181565,29,31,L05-3,3
0,24131,2903958,2928088,37,39,L05-3,3
0,444,2947453,2947896,-1,-1,L05-3,3
0,7889,2953780,2961668,40,42,L05-3,3
0,465,1241590,1242054,6,8,L05-4,2
0,2171,1816985,1819155,11,12,L05-4,2
0,1719,1857651,1859369,13,14,L05-4,2
0,939,2528733,2529671,23,25,L05-4,2
0,652,2901510,2902161,26,27,L05-4,2
0,23895,2984014,3007908,28,30,L05-4,2
2,31178,3182033,3216303,31,32,L05-4,2
0,1497,3475116,3479704,34,37,L05-4,2
0,1073,381928,383000,2,4,L05-4,3
0,28451,473896,502346,7,8,L05-4,3
0,5743,584588,590330,9,10,L05-4,3
0,17579,1029557,1047135,14,15,L05-4,3
0,679,1517027,1517705,21,22,L05-4,3
0,1622,1538521,1540142,24,25,L05-4,3
2,57040,1644318,1701357,26,28,L05-4,3
0,10322,1701825,1712146,29,30,L05-4,3
4,7486,1715240,1722725,30,32,L05-4,3
0,3329,2004896,2008224,36,37,L05-4,3
0,31333,3214410,3248833,51,55,L05-4,3
0,3803,3378772,3382574,56,57,L05-4,3
0,2010,3505501,3507510,58,59,L05-4,3
0,27697,3787499,3815195,61,62,L05-4,3
0,96,411461,411556,2,3,L06-1,2
0,432,504758,505189,7,8,L06-1,2
0,5629,3046634,3052262,23,24,L06-1,2
0,5876,3527238,3533113,29,31,L06-1,2
0,2108,307937,310044,1,2,L06-1,3
0,14885,417639,435614,5,9,L06-1,3
0,790,548698,549487,14,15,L06-1,3
0,789,624591,625379,16,17,L06-1,3
0,1014,3049561,3050574,38,39,L06-1,3
0,503,3422840,3423342,44,45,L06-1,3
0,13969,76762,90730,1,2,L06-2,2
0,624,1659479,1660102,14,15,L06-2,2
0,276,1886454,1886729,17,18,L06-2,2
0,2516,2313088,2315603,20,22,L06-2,2
0,8818,3244981,3253798,27,28,L06-2,2
0,386,3527238,3527623,33,35,L06-2,2
0,538,3951539,3952076,42,43,L06-2,2
0,6358,866528,872885,6,7,L06-2,3
0,20499,1208376,1228874,9,10,L06-2,3
2,14693,1270504,1285196,12,14,L06-2,3
0,2417,2092227,2094643,25,27,L06-2,3
0,4148,3152370,3156517,37,39,L06-2,3
0,7785,3963514,3971298,56,58,L06-2,3
0,1644,882152,883795,4,5,L06-3,2
0,11449,1582037,1593485,11,12,L06-3,2
0,2579,2160040,2162618,16,17,L06-3,2
0,15551,2294443,2309993,18,19,L06-3,2
0,20627,2374104,2394730,21,22,L06-3,2
0,6388,3395305,3401692,28,29,L06-3,2
0,453,3527238,3527690,33,35,L06-3,2
0,38185,401280,439464,1,3,L06-3,3
0,193,1478004,1478196,14,15,L06-3,3
2,225906,1481289,1716473,15,21,L06-3,3
0,1447,1716474,1717920,21,23,L06-3,3
0,193,2354406,2354598,28,30,L06-3,3
0,10208,3447169,3457376,43,44,L06-3,3
0,15159,305941,321099,1,2,L06-4,2
0,5668,437189,442856,3,4,L06-4,2
0,16221,1278318,1294538,9,11,L06-4,2
0,5317,3527238,3532554,29,31,L06-4,2
0,2451,3728557,3731007,33,35,L06-4,2
0,54787,3717419,3778391,41,47,L06-4,3
0,547,1302939,1303485,10,11,L07-1,2
0,1884,2117279,2122256,16,19,L07-1,2
0,293,2146496,2146788,20,21,L07-1,2
0,1500,2348288,2349787,23,25,L07-1,2
0,6723,1299348,1306070,11,12,L07-1,3
0,1694,1074573,1076266,5,7,L07-2,2
0,799,2121313,2122111,16,18,L07-2,2
0,3248,2348292,2351539,21,23,L07-2,2
0,738,1859908,1860645,13,15,L07-2,3
0,7016,3569097,3576112,31,32,L07-2,3
0,6032,3792321,3798352,35,36,L07-2,3
0,1109,1302378,1303486,9,10,L07-3,2
0,829,2121313,2122141,16,18,L07-3,2
0,148,2348293,2348440,21,23,L07-3,2
0,458,3018884,3019341,28,29,L07-3,2
0,20718,3703589,3724306,33,34,L07-3,2
0,480,3710479,3710958,33,35,L07-3,3
0,2290,849739,852028,3,4,L07-4,2
0,707,1072215,1072921,6,7,L07-4,2
0,3702,3028543,3032244,27,28,L07-4,2
0,30828,3714136,3744963,32,33,L07-4,2
0,1587,2349985,2351571,22,24,L07-4,3
0,17293,2609851,2627143,27,28,L07-4,3
0,8847,3023048,3031894,33,34,L07-4,3
0,157,3631677,3631833,-1,-1,L07-4,3
0,2163,853160,858415,6,9,L08-1,2
0,19962,1288068,1308029,12,14,L08-1,2
0,787,2122763,2126643,18,20,L08-1,2
0,18328,2352833,2371160,23,25,L08-1,2
0,22846,2992394,3015239,28,30,L08-1,2
0,6852,3028497,3035348,31,32,L08-1,2
0,85,691912,691996,-1,-1,L08-1,3
0,3346,1073667,1077012,9,10,L08-1,3
0,23376,2330053,2353428,20,22,L08-1,3
0,864,2393780,2394643,23,24,L08-1,3
0,4003,3746048,3750050,32,34,L08-1,3
0,2057,1305976,1308032,11,12,L08-2,2
0,45756,2352833,2398588,20,22,L08-2,2
0,863,2434880,2435742,23,24,L08-2,2
0,448,1079167,1079614,8,10,L08-2,3
2,17904,1288121,1306024,13,15,L08-2,3
0,811,2120799,2124702,20,22,L08-2,3
0,23366,2943833,2967198,30,32,L08-2,3
0,4173,2982618,2986790,33,34,L08-2,3
0,976,2125858,2126833,15,17,L08-3,2
0,27336,2352833,2380168,20,22,L08-3,2
0,26174,2992387,3018560,25,27,L08-3,2
0,20,2150446,2150465,18,18,L08-3,3
0,9174,2339705,2348878,20,21,L08-3,3
0,2289,852844,855132,5,6,L08-4,2
0,630,2122134,2122763,16,17,L08-4,2
0,3702,3031647,3035348,27,28,L08-4,2
0,10360,3588086,3598445,29,31,L08-4,3
0,5317,3964757,3970073,27,28,L09-1,2
0,200,394534,394733,3,4,L09-1,3
0,9908,1691938,1701845,12,13,L09-1,3
0,348,2973146,2973493,24,25,L09-1,3
0,348,3583599,3588035,30,32,L09-1,3
0,12901,3959850,3976838,35,38,L09-1,3
0,11675,1685991,1697665,10,11,L09-2,2
0,335,2255941,2256275,13,14,L09-2,2
0,17122,3903119,3920240,26,27,L09-2,2
0,20419,2222972,2243390,13,14,L09-2,3
0,481,3559124,3563693,22,25,L09-2,3
0,9794,1687871,1697664,12,13,L09-3,2
0,1682,2178173,2179854,18,19,L09-3,2
0,229,3580333,3580561,28,30,L09-3,2
0,144,161132,161275,1,3,L09-3,3
0,531,1759651,1760181,21,22,L09-3,3
0,650,3067720,3068369,34,35,L09-3,3
0,8473,152789,161261,1,2,L09-4,2
0,286,2255989,2256274,13,14,L09-4,2
0,82,3853314,3853395,26,27,L09-4,2
0,2070,850400,852469,3,4,L10-1,2
0,3986,1132553,1136538,5,6,L10-1,3
0,246,1276754,1280093,7,9,L10-1,3
0,956,2532842,2533797,20,22,L10-1,3
0,23375,2745275,2768649,23,24,L10-1,3
0,12367,3953484,3965850,33,34,L10-1,3
3,4830,123635,128464,1,3,L10-2,2
2,10819,128465,139283,3,5,L10-2,2
0,12295,1907837,1923225,12,15,L10-2,2
0,387,3065601,3065987,26,27,L10-2,2
0,14157,3941838,3955994,33,34,L10-2,2
0,24375,116658,147218,1,6,L10-2,3
0,396,120146,120541,2,3,L10-3,2
0,17348,1388640,1405987,8,9,L10-3,2
0,1269,2085760,2087028,14,15,L10-3,2
0,5696,2277239,2282934,-1,-1,L10-3,2
0,1255,3954741,3955995,26,27,L10-3,2
0,2185,121067,123251,1,3,L10-3,3
0,955,1020436,1021390,8,9,L10-3,3
0,6110,1391792,1404095,12,15,L10-3,3
0,23702,1957653,1981354,18,19,L10-3,3
2,63349,3512989,3576337,32,33,L10-3,3
0,12945,3942079,3955023,39,40,L10-3,3
0,2581,118316,123989,1,4,L10-4,2
0,169,3955827,3955995,25,26,L10-4,2
0,236,1273130,1276458,5,7,L10-4,3
0,330,1920626,1920955,14,15,L10-4,3
2,29905,2303616,2333520,23,24,L10-4,3
0,266,3725494,3725759,37,38,L10-4,3
0,22,1195541,1195562,-1,-1,L11-1,2
0,753,1798302,1799054,-1,-1,L11-1,2
0,196,167289,167484,3,5,L11-1,3
0,20657,1226390,1247046,12,13,L11-1,3
0,4237,3676554,3680790,34,36,L11-1,3
0,176,3760840,3761015,37,38,L11-1,3
0,22,1195541,1195562,-1,-1,L11-2,2
2,14613,1284195,1298807,8,10,L11-2,2
0,753,1798302,1799054,-1,-1,L11-2,2
2,3332,2126912,2133339,-1,19,L11-2,2
2,14615,1283896,1301603,11,13,L11-2,3
0,81,1304699,1304779,13,15,L11-2,3
0,192,1891063,1894347,24,26,L11-2,3
2,25932,2138041,2163972,29,-1,L11-2,3
0,22,1195541,1195562,-1,-1,L11-3,2
0,753,1798302,1799054,-1,-1,L11-3,2
0,166,2457587,2457752,17,19,L11-3,2
0,28068,3635862,3667024,22,25,L11-3,2
0,22896,1864090,1886985,13,15,L11-3,3
0,22,1195541,1195562,-1,-1,L11-4,2
0,753,1798302,1799054,-1,-1,L11-4,2
0,17563,1997362,2014924,17,18,L11-4,2
0,5535,2133334,2138868,19,21,L11-4,2
0,5042,2457587,2462628,24,26,L11-4,2
2,219942,167287,390321,3,7,L11-4,3
0,190,1873187,1873376,21,22,L11-4,3
0,1472,3978934,3980405,49,50,L11-4,3
