# test_side, side of one-sided binary tests
start,end,mutation_count,mutations_per_bp,p_value,adjusted_p_value,significant,test_side
109001.0,209000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
110001.0,210000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
111001.0,211000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
112001.0,212000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
113001.0,213000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
114001.0,214000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
115001.0,215000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
116001.0,216000.0,33,0.00033,0.04555780044571364,0.12082984915015722,false,high
117001.0,217000.0,31,0.00031,0.09327223389084396,0.21291098802720745,false,high
118001.0,218000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
119001.0,219000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
120001.0,220000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
121001.0,221000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
122001.0,222000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
123001.0,223000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
124001.0,224000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
125001.0,225000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
126001.0,226000.0,22,0.00022,1.0,1.0,false,low
127001.0,227000.0,22,0.00022,1.0,1.0,false,low
128001.0,228000.0,22,0.00022,1.0,1.0,false,low
129001.0,229000.0,22,0.00022,1.0,1.0,false,low
130001.0,230000.0,22,0.00022,1.0,1.0,false,low
131001.0,231000.0,22,0.00022,1.0,1.0,false,low
132001.0,232000.0,22,0.00022,1.0,1.0,false,low
133001.0,233000.0,22,0.00022,1.0,1.0,false,low
134001.0,234000.0,22,0.00022,1.0,1.0,false,low
135001.0,235000.0,22,0.00022,1.0,1.0,false,low
136001.0,236000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
137001.0,237000.0,19,0.00019,0.5287771855693418,0.7383591637150297,false,low
138001.0,238000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
139001.0,239000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
140001.0,240000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
141001.0,241000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
142001.0,242000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
143001.0,243000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
144001.0,244000.0,16,0.00016,0.17292561618378927,0.3476852919331642,false,low
145001.0,245000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
146001.0,246000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
147001.0,247000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
148001.0,248000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
149001.0,249000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
150001.0,250000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
151001.0,251000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
152001.0,252000.0,13,0.00013,0.03594016040733963,0.10256471582911762,false,low
153001.0,253000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
154001.0,254000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
155001.0,255000.0,11,0.00011,0.008742478426013573,0.034087959465191026,true,low
156001.0,256000.0,11,0.00011,0.008742478426013573,0.034087959465191026,true,low
157001.0,257000.0,11,0.00011,0.008742478426013573,0.034087959465191026,true,low
158001.0,258000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
159001.0,259000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
160001.0,260000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
161001.0,261000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
162001.0,262000.0,6,6.0e-5,5.8779054539767357e-5,0.0010833306301982124,true,low
163001.0,263000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
164001.0,264000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
165001.0,265000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
166001.0,266000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
167001.0,267000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
168001.0,268000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
169001.0,269000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
170001.0,270000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
171001.0,271000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
172001.0,272000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
173001.0,273000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
174001.0,274000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
175001.0,275000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
176001.0,276000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
177001.0,277000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
178001.0,278000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
179001.0,279000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
180001.0,280000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
181001.0,281000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
182001.0,282000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
183001.0,283000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
184001.0,284000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
185001.0,285000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
186001.0,286000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
187001.0,287000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
188001.0,288000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
189001.0,289000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
190001.0,290000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
191001.0,291000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
192001.0,292000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
193001.0,293000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
194001.0,294000.0,2,2.0e-5,8.439069149735027e-8,3.0541758440995586e-5,true,low
195001.0,295000.0,3,3.0e-5,5.434154047530537e-7,4.326673452643814e-5,true,low
196001.0,296000.0,3,3.0e-5,5.434154047530537e-7,4.326673452643814e-5,true,low
197001.0,297000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
198001.0,298000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
199001.0,299000.0,3,3.0e-5,5.434154047530537e-7,4.326673452643814e-5,true,low
200001.0,300000.0,3,3.0e-5,5.434154047530537e-7,4.326673452643814e-5,true,low
201001.0,301000.0,3,3.0e-5,5.434154047530537e-7,4.326673452643814e-5,true,low
202001.0,302000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
203001.0,303000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
204001.0,304000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
205001.0,305000.0,4,4.0e-5,2.993105551615191e-6,0.00011032919630537107,true,low
206001.0,306000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
207001.0,307000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
208001.0,308000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
209001.0,309000.0,5,5.0e-5,1.4182646377475742e-5,0.00034218857714382383,true,low
210001.0,310000.0,6,6.0e-5,5.8779054539767357e-5,0.0010833306301982124,true,low
211001.0,311000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
212001.0,312000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
213001.0,313000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
214001.0,314000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
215001.0,315000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
216001.0,316000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
217001.0,317000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
218001.0,318000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
219001.0,319000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
220001.0,320000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
221001.0,321000.0,8,8.0e-5,0.000722014322108712,0.005433533112126243,true,low
222001.0,322000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
223001.0,323000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
224001.0,324000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
225001.0,325000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
226001.0,326000.0,9,9.0e-5,0.0016092439456122914,0.008541866863310042,true,low
227001.0,327000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
228001.0,328000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
229001.0,329000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
230001.0,330000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
231001.0,331000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
232001.0,332000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
233001.0,333000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
234001.0,334000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
235001.0,335000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
236001.0,336000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
237001.0,337000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
238001.0,338000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
239001.0,339000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
240001.0,340000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
241001.0,341000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
242001.0,342000.0,10,0.0001,0.004455404450337078,0.01962053663361937,true,low
243001.0,343000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
244001.0,344000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
245001.0,345000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
246001.0,346000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
247001.0,347000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
248001.0,348000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
249001.0,349000.0,12,0.00012,0.02065921718403713,0.06922924546266988,false,low
250001.0,350000.0,16,0.00016,0.17292561618378927,0.3476852919331642,false,low
251001.0,351000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
252001.0,352000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
253001.0,353000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
254001.0,354000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
255001.0,355000.0,17,0.00017,0.2496820808392486,0.45637482269102325,false,low
256001.0,356000.0,18,0.00018,0.34712026582820615,0.5736346111507218,false,low
257001.0,357000.0,19,0.00019,0.5287771855693418,0.7383591637150297,false,low
258001.0,358000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
259001.0,359000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
260001.0,360000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
261001.0,361000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
262001.0,362000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
263001.0,363000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
264001.0,364000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
265001.0,365000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
266001.0,366000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
267001.0,367000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
268001.0,368000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
269001.0,369000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
270001.0,370000.0,20,0.0002,0.6746361769190479,0.8351139988540826,false,low
271001.0,371000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
272001.0,372000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
273001.0,373000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
274001.0,374000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
275001.0,375000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
276001.0,376000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
277001.0,377000.0,22,0.00022,1.0,1.0,false,low
278001.0,378000.0,22,0.00022,1.0,1.0,false,low
279001.0,379000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
280001.0,380000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
281001.0,381000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
282001.0,382000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
283001.0,383000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
284001.0,384000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
285001.0,385000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
286001.0,386000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
287001.0,387000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
288001.0,388000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
289001.0,389000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
290001.0,390000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
291001.0,391000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
292001.0,392000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
293001.0,393000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
294001.0,394000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
295001.0,395000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
296001.0,396000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
297001.0,397000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
298001.0,398000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
299001.0,399000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
300001.0,400000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
301001.0,401000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
302001.0,402000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
303001.0,403000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
304001.0,404000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
305001.0,405000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
306001.0,406000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
307001.0,407000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
308001.0,408000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
309001.0,409000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
310001.0,410000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
311001.0,411000.0,21,0.00021,0.8337813226704605,0.9149072341651332,false,low
312001.0,412000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
313001.0,413000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
314001.0,414000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
315001.0,415000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
316001.0,416000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
317001.0,417000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
318001.0,418000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
319001.0,419000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
320001.0,420000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
321001.0,421000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
322001.0,422000.0,22,0.00022,1.0,1.0,false,low
323001.0,423000.0,22,0.00022,1.0,1.0,false,low
324001.0,424000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
325001.0,425000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
326001.0,426000.0,23,0.00023,0.9166407237929418,0.9736250590767612,false,high
327001.0,427000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
328001.0,428000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
329001.0,429000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
330001.0,430000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
331001.0,431000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
332001.0,432000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
333001.0,433000.0,24,0.00024,0.753566139226854,0.8925756620833399,false,high
334001.0,434000.0,25,0.00025,0.6009558579918202,0.7903552265164968,false,high
335001.0,435000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
336001.0,436000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
337001.0,437000.0,29,0.00029,0.20751161484890335,0.4006322690172086,false,high
338001.0,438000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
339001.0,439000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
340001.0,440000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
341001.0,441000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
342001.0,442000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
343001.0,443000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
344001.0,444000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
345001.0,445000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
346001.0,446000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
347001.0,447000.0,30,0.0003,0.14156998353075548,0.2977232458721276,false,high
348001.0,448000.0,31,0.00031,0.09327223389084396,0.21291098802720745,false,high
349001.0,449000.0,31,0.00031,0.09327223389084396,0.21291098802720745,false,high
350001.0,450000.0,27,0.00027,0.4008571835009602,0.6275314382687073,false,high
351001.0,451000.0,26,0.00026,0.464322755848421,0.6920512508545728,false,high
