first,last,ess_cnt,line,gen_id,is_cnt,ins_cnt,ins_cnt_simple,ess_bp,ess_IS_bp
2500001,2510000,1,L01-1,1,0,0,0,738,738
2540001,2550000,1,L01-1,1,0,0,0,2386,2386
2550001,2560000,3,L01-1,1,0,0,0,3656,3656
2640001,2650000,2,L01-1,1,0,0,0,2182,2182
2650001,2660000,1,L01-1,1,0,0,0,1220,1220
2660001,2670000,0,L01-1,1,0,2,0,0,0
2710001,2720000,1,L01-1,1,0,0,0,1415,1415
2720001,2730000,2,L01-1,1,0,0,0,3001,3001
2770001,2780000,1,L01-1,1,0,0,0,1127,1127
2780001,2790000,1,L01-1,1,0,0,0,878,878
2800001,2810000,1,L01-1,1,0,0,0,746,746
2820001,2830000,3,L01-1,1,0,0,0,3864,3864
2840001,2850000,1,L01-1,1,0,0,0,491,491
2850001,2860000,1,L01-1,1,0,0,0,312,312
2880001,2890000,2,L01-1,1,0,0,0,1285,1285
2890001,2900000,1,L01-1,1,0,0,0,974,974
2900001,2910000,1,L01-1,1,0,0,0,1208,1208
2910001,2920000,1,L01-1,1,0,0,0,147,147
2920001,2930000,1,L01-1,1,0,0,0,737,737
2930001,2940000,6,L01-1,1,0,0,0,4194,4194
2960001,2970000,2,L01-1,1,0,0,0,159,159
2970001,2980000,2,L01-1,1,0,0,0,2748,2748
3020001,3030000,3,L01-1,1,0,0,0,1500,1500
3050001,3060000,2,L01-1,1,0,0,0,2304,2304
3060001,3070000,1,L01-1,1,0,0,0,631,631
3110001,3120000,1,L01-1,1,0,0,0,875,875
3180001,3190000,1,L01-1,1,0,0,0,1098,1098
3210001,3220000,2,L01-1,1,0,0,0,2242,2242
3230001,3240000,2,L01-1,1,0,0,0,1280,1280
3240001,3250000,1,L01-1,1,0,0,0,290,290
3280001,3290000,2,L01-1,1,0,0,0,2995,2995
3290001,3300000,1,L01-1,1,0,0,0,1892,1892
3300001,3310000,1,L01-1,1,0,0,0,653,653
3310001,3320000,2,L01-1,1,0,0,0,1606,1606
3320001,3330000,3,L01-1,1,0,0,0,4599,4599
3370001,3380000,0,L01-1,1,1,0,0,0,3093
3380001,3390000,1,L01-1,1,0,0,0,374,374
3430001,3440000,4,L01-1,1,0,0,0,4651,4651
3440001,3450000,5,L01-1,1,0,0,0,4294,4294
3450001,3460000,5,L01-1,1,0,0,0,3406,3406
3460001,3470000,3,L01-1,1,0,0,0,1524,1524
3480001,3490000,2,L01-1,1,0,0,0,789,789
3490001,3500000,2,L01-1,1,0,0,0,1098,1098
3500001,3510000,1,L01-1,1,0,0,0,234,234
3510001,3520000,5,L01-1,1,0,0,0,4219,4219
3540001,3550000,3,L01-1,1,0,0,0,2028,2028
3550001,3560000,18,L01-1,1,0,0,0,8299,8299
3560001,3570000,13,L01-1,1,0,0,0,7546,7546
3570001,3580000,1,L01-1,1,0,0,0,4,4
3600001,3610000,1,L01-1,1,0,0,0,1004,1004
3620001,3630000,1,L01-1,1,0,0,0,2135,2135
3660001,3670000,1,L01-1,1,0,0,0,771,771
3670001,3680000,1,L01-1,1,0,0,0,332,332
3690001,3700000,4,L01-1,1,0,0,0,4066,4066
3700001,3710000,0,L01-1,1,0,1,1,0,0
3800001,3810000,2,L01-1,1,0,0,0,2980,2980
3850001,3860000,1,L01-1,1,0,0,0,1019,1019
3860001,3870000,0,L01-1,1,1,0,0,0,3092
3880001,3890000,5,L01-1,1,0,0,0,3423,3423
3890001,3900000,3,L01-1,1,0,0,0,2692,2692
3900001,3910000,1,L01-1,1,0,0,0,263,263
3950001,3960000,3,L01-1,1,0,0,0,4917,4917
3960001,3970000,3,L01-1,1,1,0,0,2145,6806
3980001,3990000,1,L01-1,1,0,0,0,53,53
3990001,4000000,2,L01-1,1,0,0,0,3146,3146
20001,30000,1,L01-1,2,0,0,0,75,75
40001,50000,1,L01-1,2,0,0,0,1259,1259
50001,60000,3,L01-1,2,0,0,0,228,228
60001,70000,2,L01-1,2,0,0,0,1677,1677
100001,110000,1,L01-1,2,0,0,0,545,545
120001,130000,2,L01-1,2,0,0,0,3382,3382
190001,200000,2,L01-1,2,0,0,0,2103,2103
200001,210000,1,L01-1,2,0,0,0,1054,1054
230001,240000,1,L01-1,2,0,0,0,328,328
240001,250000,6,L01-1,2,0,0,0,3618,3618
250001,260000,7,L01-1,2,0,0,0,6224,6224
260001,270000,1,L01-1,2,0,0,0,3817,3817
320001,330000,2,L01-1,2,0,0,0,2587,2587
330001,340000,3,L01-1,2,0,0,0,2731,2731
340001,350000,1,L01-1,2,0,0,0,536,536
440001,450000,3,L01-1,2,0,0,0,2114,2114
450001,460000,1,L01-1,2,0,0,0,391,391
460001,470000,4,L01-1,2,0,0,0,2855,2855
470001,480000,1,L01-1,2,1,0,0,171,3259
480001,490000,0,L01-1,2,1,0,0,0,4
500001,510000,1,L01-1,2,0,0,0,227,227
520001,530000,1,L01-1,2,0,0,0,530,530
550001,560000,1,L01-1,2,1,1,0,2855,5948
560001,570000,2,L01-1,2,0,0,0,2182,2182
580001,590000,2,L01-1,2,0,0,0,1276,1276
630001,640000,2,L01-1,2,0,0,0,1258,1258
640001,650000,4,L01-1,2,0,0,0,4764,4764
660001,670000,1,L01-1,2,0,0,0,479,479
670001,680000,1,L01-1,2,0,0,0,2354,2354
700001,710000,0,L01-1,2,1,0,0,0,3092
710001,720000,7,L01-1,2,0,0,0,8561,8561
720001,730000,9,L01-1,2,0,0,0,8578,8578
730001,740000,2,L01-1,2,0,0,0,1990,1990
760001,770000,1,L01-1,2,0,0,0,662,662
770001,780000,1,L01-1,2,0,0,0,479,479
780001,790000,1,L01-1,2,0,0,0,1280,1280
790001,800000,2,L01-1,2,0,0,0,748,748
800001,810000,8,L01-1,2,0,0,0,5892,5892
810001,820000,9,L01-1,2,0,0,0,8595,8595
820001,830000,3,L01-1,2,0,0,0,5338,5338
830001,840000,1,L01-1,2,0,0,0,1718,1718
930001,940000,1,L01-1,2,0,0,0,974,974
960001,970000,6,L01-1,2,0,0,0,5787,5787
970001,980000,2,L01-1,2,0,0,0,2761,2761
1000001,1010000,1,L01-1,2,0,0,0,113,113
1020001,1030000,1,L01-1,2,0,0,0,1931,1931
1030001,1040000,2,L01-1,2,0,0,0,1606,1606
1060001,1070000,0,L01-1,2,0,1,1,0,0
1070001,1080000,1,L01-1,2,0,0,0,715,715
1080001,1090000,3,L01-1,2,0,0,0,2258,2258
1090001,1100000,1,L01-1,2,0,0,0,76,76
1160001,1170000,4,L01-1,2,0,0,0,3952,3952
1170001,1180000,3,L01-1,2,0,0,0,3896,3896
1180001,1190000,0,L01-1,2,1,0,0,0,4021
1190001,1200000,1,L01-1,2,1,0,0,1400,2042
1200001,1210000,0,L01-1,2,1,0,0,0,3093
1210001,1220000,3,L01-1,2,0,0,0,6459,6459
1220001,1230000,3,L01-1,2,0,0,0,3477,3477
1230001,1240000,1,L01-1,2,0,0,0,1673,1673
1250001,1260000,3,L01-1,2,0,0,0,5247,5247
1260001,1270000,2,L01-1,2,0,0,0,866,866
1390001,1400000,0,L01-1,2,0,1,0,0,0
1400001,1410000,0,L01-1,2,1,0,0,0,3092
1470001,1480000,1,L01-1,2,0,0,0,530,530
1480001,1490000,1,L01-1,2,0,0,0,1664,1664
1490001,1500000,2,L01-1,2,0,0,0,1622,1622
1500001,1510000,0,L01-1,2,1,0,0,0,4662
1520001,1530000,1,L01-1,2,0,0,0,518,518
1530001,1540000,1,L01-1,2,0,0,0,87,87
1610001,1620000,3,L01-1,2,0,0,0,5040,5040
1620001,1630000,5,L01-1,2,0,0,0,3541,3541
1640001,1650000,2,L01-1,2,0,0,0,1598,1598
1650001,1660000,2,L01-1,2,0,0,0,1539,1539
1660001,1670000,1,L01-1,2,0,0,0,1106,1106
1670001,1680000,0,L01-1,2,1,1,0,0,3093
1680001,1690000,0,L01-1,2,0,1,0,0,0
1700001,1710000,1,L01-1,2,0,0,0,584,584
1710001,1720000,7,L01-1,2,0,0,0,6446,6446
1740001,1750000,0,L01-1,2,0,1,1,0,0
1770001,1780000,1,L01-1,2,0,1,1,17,17
1780001,1790000,2,L01-1,2,0,0,0,3170,3170
1790001,1800000,1,L01-1,2,0,2,0,788,788
1830001,1840000,0,L01-1,2,0,1,0,0,0
1920001,1930000,0,L01-1,2,0,1,0,0,0
1950001,1960000,0,L01-1,2,1,0,0,0,2684
1960001,1970000,0,L01-1,2,1,0,0,0,409
1990001,2000000,0,L01-1,2,1,0,0,0,3094
2030001,2040000,0,L01-1,2,1,0,0,0,4663
2070001,2080000,1,L01-1,2,0,0,0,1275,1275
2100001,2110000,1,L01-1,2,0,0,0,641,641
2150001,2160000,2,L01-1,2,0,0,0,3030,3030
2160001,2170000,4,L01-1,2,0,0,0,3166,3166
2170001,2180000,0,L01-1,2,0,1,1,0,0
2180001,2190000,1,L01-1,2,0,0,0,827,827
2210001,2220000,0,L01-1,2,0,1,1,0,0
2220001,2230000,1,L01-1,2,0,0,0,995,995
2250001,2260000,1,L01-1,2,0,1,0,695,695
2260001,2270000,0,L01-1,2,0,1,0,0,0
2300001,2310000,1,L01-1,2,0,0,0,1293,1293
2310001,2320000,1,L01-1,2,0,0,0,479,479
2320001,2330000,1,L01-1,2,0,0,0,1733,1733
2330001,2340000,3,L01-1,2,0,0,0,707,707
2350001,2360000,0,L01-1,2,1,0,0,0,4663
2360001,2370000,0,L01-1,2,0,1,0,0,0
2440001,2450000,0,L01-1,2,0,1,0,0,0
2450001,2460000,1,L01-1,2,0,1,0,2033,2033
2500001,2510000,1,L01-1,2,0,0,0,668,668
2540001,2550000,1,L01-1,2,0,0,0,1760,1760
2590001,2600000,2,L01-1,2,0,0,0,2917,2917
2600001,2610000,2,L01-1,2,0,0,0,3125,3125
2680001,2690000,2,L01-1,2,0,0,0,2182,2182
2690001,2700000,1,L01-1,2,0,0,0,1220,1220
2700001,2710000,0,L01-1,2,1,0,0,0,3092
2710001,2720000,0,L01-1,2,0,1,0,0,0
2750001,2760000,1,L01-1,2,0,0,0,1415,1415
2760001,2770000,2,L01-1,2,0,0,0,3000,3000
2820001,2830000,2,L01-1,2,0,0,0,2005,2005
2840001,2850000,1,L01-1,2,0,0,0,746,746
2850001,2860000,0,L01-1,2,0,1,1,0,0
2860001,2870000,3,L01-1,2,0,0,0,3088,3088
2870001,2880000,1,L01-1,2,0,0,0,776,776
2890001,2900000,1,L01-1,2,0,0,0,803,803
2920001,2930000,1,L01-1,2,0,0,0,380,380
2930001,2940000,2,L01-1,2,0,0,0,1879,1879
2950001,2960000,1,L01-1,2,0,0,0,1355,1355
2960001,2970000,1,L01-1,2,0,0,0,737,737
2970001,2980000,6,L01-1,2,0,0,0,3518,3518
2980001,2990000,1,L01-1,2,0,0,0,676,676
3010001,3020000,3,L01-1,2,0,0,0,2906,2906
3060001,3070000,3,L01-1,2,0,0,0,1500,1500
3090001,3100000,0,L01-1,2,0,1,0,0,0
3100001,3110000,2,L01-1,2,0,0,0,2935,2935
3110001,3120000,0,L01-1,2,0,1,0,0,0
3120001,3130000,0,L01-1,2,0,1,0,0,0
3150001,3160000,1,L01-1,2,0,0,0,875,875
3220001,3230000,1,L01-1,2,0,0,0,1098,1098
3260001,3270000,2,L01-1,2,0,0,0,2242,2242
3270001,3280000,1,L01-1,2,0,0,0,1154,1154
3280001,3290000,1,L01-1,2,0,0,0,416,416
3320001,3330000,2,L01-1,2,0,0,0,2996,2996
3330001,3340000,1,L01-1,2,0,0,0,1892,1892
3340001,3350000,1,L01-1,2,0,0,0,653,653
3350001,3360000,1,L01-1,2,0,0,0,1238,1238
3360001,3370000,4,L01-1,2,0,0,0,3416,3416
3370001,3380000,1,L01-1,2,0,0,0,1551,1551
3410001,3420000,0,L01-1,2,1,0,0,0,3092
3420001,3430000,1,L01-1,2,0,0,0,24,24
3430001,3440000,1,L01-1,2,0,0,0,352,352
3470001,3480000,2,L01-1,2,0,0,0,4159,4159
3480001,3490000,3,L01-1,2,0,0,0,3357,3357
3490001,3500000,5,L01-1,2,0,0,0,3970,3970
3500001,3510000,4,L01-1,2,0,0,0,2389,2389
3530001,3540000,3,L01-1,2,0,0,0,1887,1887
3550001,3560000,4,L01-1,2,0,0,0,2919,2919
3560001,3570000,2,L01-1,2,0,0,0,1534,1534
3580001,3590000,3,L01-1,2,0,0,0,2028,2028
3590001,3600000,11,L01-1,2,0,0,0,5653,5653
3600001,3610000,18,L01-1,2,0,0,0,7418,7418
3610001,3620000,3,L01-1,2,0,0,0,2778,2778
3650001,3660000,1,L01-1,2,0,0,0,1004,1004
3660001,3670000,1,L01-1,2,0,0,0,2135,2135
3710001,3720000,1,L01-1,2,0,0,0,1103,1103
3730001,3740000,4,L01-1,2,0,0,0,4066,4066
3740001,3750000,0,L01-1,2,1,0,0,0,2496
3750001,3760000,0,L01-1,2,1,1,0,0,2167
3850001,3860000,2,L01-1,2,0,0,0,2980,2980
3880001,3890000,0,L01-1,2,0,1,1,0,0
3900001,3910000,1,L01-1,2,0,0,0,1019,1019
3910001,3920000,0,L01-1,2,1,0,0,0,3092
20001,30000,1,L01-2,1,0,0,0,75,75
40001,50000,1,L01-2,1,0,0,0,1259,1259
50001,60000,3,L01-2,1,0,0,0,228,228
60001,70000,2,L01-2,1,0,0,0,1678,1678
100001,110000,1,L01-2,1,0,0,0,545,545
120001,130000,2,L01-2,1,0,0,0,3382,3382
190001,200000,2,L01-2,1,0,0,0,2094,2094
200001,210000,1,L01-2,1,0,0,0,1063,1063
230001,240000,1,L01-2,1,0,0,0,320,320
240001,250000,6,L01-2,1,0,0,0,3626,3626
250001,260000,7,L01-2,1,0,0,0,6217,6217
260001,270000,1,L01-2,1,0,0,0,3824,3824
320001,330000,2,L01-2,1,0,0,0,2574,2574
330001,340000,3,L01-2,1,0,0,0,2744,2744
340001,350000,2,L01-2,1,0,0,0,536,536
440001,450000,3,L01-2,1,0,0,0,2099,2099
450001,460000,1,L01-2,1,0,0,0,406,406
460001,470000,4,L01-2,1,0,0,0,2840,2840
470001,480000,1,L01-2,1,1,0,0,186,3259
480001,490000,0,L01-2,1,1,0,0,0,20
500001,510000,1,L01-2,1,0,0,0,227,227
520001,530000,1,L01-2,1,0,0,0,530,530
530001,540000,0,L01-2,1,0,1,0,0,0
550001,560000,0,L01-2,1,1,0,0,0,2834
560001,570000,3,L01-2,1,1,0,0,5037,5296
570001,580000,0,L01-2,1,0,1,0,0,0
580001,590000,2,L01-2,1,0,1,0,1276,1276
640001,650000,4,L01-2,1,0,0,0,5201,5201
650001,660000,1,L01-2,1,0,0,0,821,821
670001,680000,2,L01-2,1,0,0,0,2833,2833
710001,720000,6,L01-2,1,0,0,0,6700,6700
720001,730000,9,L01-2,1,0,0,0,8638,8638
730001,740000,3,L01-2,1,0,0,0,3791,3791
760001,770000,1,L01-2,1,0,0,0,662,662
770001,780000,1,L01-2,1,0,0,0,479,479
780001,790000,2,L01-2,1,0,0,0,60,60
790001,800000,2,L01-2,1,0,0,0,1564,1564
800001,810000,7,L01-2,1,0,0,0,4618,4618
810001,820000,9,L01-2,1,0,0,0,9039,9039
820001,830000,4,L01-2,1,0,0,0,6572,6572
830001,840000,1,L01-2,1,0,0,0,1718,1718
930001,940000,1,L01-2,1,0,0,0,974,974
960001,970000,4,L01-2,1,0,0,0,4057,4057
970001,980000,5,L01-2,1,0,0,0,4491,4491
1010001,1020000,1,L01-2,1,0,0,0,113,113
1020001,1030000,1,L01-2,1,0,0,0,1929,1929
1030001,1040000,2,L01-2,1,0,0,0,1606,1606
1080001,1090000,3,L01-2,1,0,0,0,2973,2973
1090001,1100000,1,L01-2,1,0,0,0,76,76
1160001,1170000,2,L01-2,1,0,0,0,3013,3013
1170001,1180000,4,L01-2,1,0,0,0,4835,4835
1180001,1190000,0,L01-2,1,1,0,0,0,2170
1190001,1200000,0,L01-2,1,1,1,0,0,2502
1200001,1210000,1,L01-2,1,0,1,0,1400,1400
1210001,1220000,3,L01-2,1,0,0,0,6459,6459
1220001,1230000,4,L01-2,1,0,0,0,4518,4518
1230001,1240000,1,L01-2,1,0,0,0,632,632
1250001,1260000,3,L01-2,1,0,0,0,5895,5895
1260001,1270000,1,L01-2,1,0,0,0,218,218
1400001,1410000,0,L01-2,1,1,0,0,0,3093
1470001,1480000,2,L01-2,1,0,0,0,1031,1031
1480001,1490000,1,L01-2,1,0,0,0,1163,1163
1490001,1500000,2,L01-2,1,1,0,0,1622,2393
1500001,1510000,0,L01-2,1,1,0,0,0,3892
1510001,1520000,1,L01-2,1,0,0,0,518,518
1530001,1540000,1,L01-2,1,0,0,0,87,87
1610001,1620000,3,L01-2,1,0,0,0,5040,5040
1620001,1630000,5,L01-2,1,0,0,0,3541,3541
1640001,1650000,3,L01-2,1,0,0,0,2840,2840
1650001,1660000,1,L01-2,1,0,0,0,297,297
1660001,1670000,1,L01-2,1,0,0,0,1106,1106
1700001,1710000,5,L01-2,1,0,0,0,3504,3504
1710001,1720000,4,L01-2,1,0,0,0,3526,3526
1770001,1780000,1,L01-2,1,0,0,0,2597,2597
1780001,1790000,1,L01-2,1,0,0,0,590,590
1790001,1800000,1,L01-2,1,0,0,0,788,788
1980001,1990000,0,L01-2,1,1,0,0,0,3553
1990001,2000000,0,L01-2,1,1,0,0,0,1110
2030001,2040000,1,L01-2,1,0,0,0,1274,1274
2050001,2060000,1,L01-2,1,0,0,0,32,32
2060001,2070000,1,L01-2,1,0,0,0,609,609
2100001,2110000,0,L01-2,1,0,1,1,0,0
2110001,2120000,5,L01-2,1,0,0,0,6196,6196
2130001,2140000,1,L01-2,1,0,0,0,177,177
2140001,2150000,1,L01-2,1,0,0,0,650,650
2180001,2190000,1,L01-2,1,0,0,0,995,995
2200001,2210000,1,L01-2,1,0,0,0,695,695
2260001,2270000,1,L01-2,1,0,0,0,1772,1772
2270001,2280000,1,L01-2,1,0,0,0,1734,1734
2290001,2300000,3,L01-2,1,0,0,0,707,707
2300001,2310000,0,L01-2,1,1,1,0,0,3515
2310001,2320000,0,L01-2,1,1,0,0,0,1148
2400001,2410000,1,L01-2,1,0,0,0,1099,1099
2410001,2420000,1,L01-2,1,0,0,0,934,934
2450001,2460000,1,L01-2,1,0,0,0,668,668
2490001,2500000,1,L01-2,1,0,0,0,1023,1023
2500001,2510000,1,L01-2,1,0,0,0,738,738
2540001,2550000,1,L01-2,1,0,0,0,2386,2386
2550001,2560000,3,L01-2,1,0,0,0,3656,3656
2640001,2650000,2,L01-2,1,0,0,0,2182,2182
2650001,2660000,1,L01-2,1,0,0,0,1220,1220
2710001,2720000,1,L01-2,1,0,0,0,1415,1415
2720001,2730000,2,L01-2,1,0,0,0,3001,3001
2770001,2780000,1,L01-2,1,0,0,0,1127,1127
2780001,2790000,1,L01-2,1,0,0,0,878,878
2800001,2810000,1,L01-2,1,0,0,0,746,746
2820001,2830000,3,L01-2,1,0,0,0,3864,3864
2840001,2850000,1,L01-2,1,0,0,0,491,491
2850001,2860000,1,L01-2,1,0,0,0,312,312
2880001,2890000,2,L01-2,1,0,0,0,1285,1285
2890001,2900000,1,L01-2,1,0,0,0,974,974
2900001,2910000,1,L01-2,1,0,0,0,1208,1208
2910001,2920000,1,L01-2,1,0,0,0,147,147
2920001,2930000,1,L01-2,1,0,0,0,737,737
2930001,2940000,6,L01-2,1,0,0,0,4194,4194
2960001,2970000,2,L01-2,1,0,0,0,159,159
2970001,2980000,2,L01-2,1,0,0,0,2748,2748
3020001,3030000,3,L01-2,1,0,0,0,1500,1500
3050001,3060000,2,L01-2,1,0,0,0,2304,2304
3060001,3070000,1,L01-2,1,0,0,0,631,631
3110001,3120000,1,L01-2,1,0,0,0,875,875
3180001,3190000,1,L01-2,1,0,0,0,1098,1098
3210001,3220000,2,L01-2,1,0,0,0,2242,2242
3230001,3240000,2,L01-2,1,0,0,0,1280,1280
3240001,3250000,1,L01-2,1,0,0,0,290,290
3280001,3290000,2,L01-2,1,0,0,0,2995,2995
3290001,3300000,1,L01-2,1,0,0,0,1892,1892
3300001,3310000,1,L01-2,1,0,0,0,653,653
3310001,3320000,2,L01-2,1,0,0,0,1606,1606
3320001,3330000,3,L01-2,1,0,0,0,4599,4599
3370001,3380000,0,L01-2,1,1,0,0,0,3093
3380001,3390000,1,L01-2,1,0,0,0,374,374
3430001,3440000,4,L01-2,1,0,0,0,4651,4651
3440001,3450000,5,L01-2,1,0,0,0,4294,4294
3450001,3460000,5,L01-2,1,0,0,0,3406,3406
3460001,3470000,3,L01-2,1,0,0,0,1524,1524
3480001,3490000,2,L01-2,1,0,0,0,789,789
3490001,3500000,2,L01-2,1,0,0,0,1098,1098
3500001,3510000,1,L01-2,1,0,0,0,234,234
3510001,3520000,5,L01-2,1,0,0,0,4219,4219
3520001,3530000,0,L01-2,1,0,2,0,0,0
3540001,3550000,3,L01-2,1,0,0,0,2028,2028
3550001,3560000,18,L01-2,1,0,0,0,8299,8299
3560001,3570000,13,L01-2,1,0,0,0,7546,7546
3570001,3580000,1,L01-2,1,0,0,0,4,4
3600001,3610000,1,L01-2,1,0,0,0,1004,1004
3620001,3630000,1,L01-2,1,0,0,0,2135,2135
3660001,3670000,1,L01-2,1,0,0,0,771,771
3670001,3680000,1,L01-2,1,0,0,0,332,332
3690001,3700000,4,L01-2,1,0,0,0,4066,4066
3800001,3810000,2,L01-2,1,0,0,0,2980,2980
3850001,3860000,1,L01-2,1,0,0,0,1019,1019
3860001,3870000,0,L01-2,1,1,1,1,0,3092
3880001,3890000,5,L01-2,1,0,0,0,3423,3423
3890001,3900000,3,L01-2,1,0,0,0,2692,2692
3900001,3910000,1,L01-2,1,0,0,0,263,263
3950001,3960000,3,L01-2,1,0,0,0,4917,4917
3960001,3970000,3,L01-2,1,1,0,0,2145,6806
3980001,3990000,1,L01-2,1,0,0,0,53,53
3990001,4000000,2,L01-2,1,0,0,0,3146,3146
20001,30000,1,L01-2,2,0,0,0,75,75
40001,50000,1,L01-2,2,0,0,0,1259,1259
50001,60000,3,L01-2,2,0,0,0,228,228
60001,70000,2,L01-2,2,0,0,0,1678,1678
100001,110000,1,L01-2,2,0,0,0,545,545
120001,130000,2,L01-2,2,0,0,0,3382,3382
190001,200000,2,L01-2,2,0,0,0,2096,2096
200001,210000,1,L01-2,2,0,0,0,1061,1061
230001,240000,1,L01-2,2,0,0,0,321,321
240001,250000,6,L01-2,2,0,0,0,3625,3625
250001,260000,7,L01-2,2,0,0,0,6221,6221
260001,270000,1,L01-2,2,0,0,0,3820,3820
320001,330000,2,L01-2,2,0,0,0,2581,2581
