Line,Gen,is_cluster_id,dir,read_name,sseqid,qstart,qend,sstart,send,length,evalue,bitscore,pident
L01-1,1,8,head,L01-1.1.8.dir,L01-1_genome.2_m,1,2999,3874462,3877459,2999,0.0,5401.0,99.967
L01-1,1,8,tail,L01-1.1.8.tail,L01-1_genome.2_m,1,2999,3880553,3883551,2999,0.0,5405.0,99.967
L01-1,1,9,head,L01-1.1.9.dir,L01-1_genome.2_m,1,2999,3972020,3975017,2999,0.0,5401.0,99.967
L01-1,1,9,tail,L01-1.1.9.tail,L01-1_genome.2_m,1,2999,3979682,3982680,2999,0.0,5409.0,100.0
L01-1,1,9,tail,L01-1.1.9.tail,L01-1_genome.2_m,153,681,3428380,3427852,537,2.89e-19,96.0,65.177
L01-1,2,0,head,L01-1.2.0.dir,contig_1,1,2999,473927,476924,2999,0.0,5401.0,99.967
L01-1,2,0,tail,L01-1.2.0.tail,contig_1,1,2999,480019,483017,2999,0.0,5409.0,100.0
L01-1,2,1,head,L01-1.2.1.dir,contig_1,1,2536,549528,552063,2537,0.0,4560.0,99.921
L01-1,2,1,tail,L01-1.2.1.tail,contig_1,1,2999,555159,558156,2999,0.0,5401.0,99.967
L01-1,2,2,head,L01-1.2.2.dir,contig_1,1,2999,703060,706058,2999,0.0,5409.0,100.0
L01-1,2,2,tail,L01-1.2.2.tail,contig_1,1,2999,709153,712151,2999,0.0,5409.0,100.0
L01-1,2,3,head,L01-1.2.3.dir,contig_1,1,2999,1185622,1188620,2999,0.0,5409.0,100.0
L01-1,2,3,head,L01-1.2.3.dir,contig_1,773,994,1235496,1235717,222,6.209999999999999e-34,144.0,74.324
L01-1,2,3,head,L01-1.2.3.dir,contig_1,764,1011,3446682,3446434,249,1.67e-28,126.0,71.486
L01-1,2,3,head,L01-1.2.3.dir,contig_1,804,1004,2556634,2556834,201,5.82e-28,124.0,73.632
L01-1,2,3,head,L01-1.2.3.dir,contig_1,891,1007,1292868,1292985,118,2.64e-13,75.2,74.576
L01-1,2,3,tail,L01-1.2.3.tail,contig_1,1,2999,1392882,1389884,3000,0.0,5395.0,99.933
L01-1,2,4,head,L01-1.2.4.dir,contig_1,1,2999,1382817,1379821,2999,0.0,5393.0,99.933
L01-1,2,4,head,L01-1.2.4.dir,contig_1,2774,2994,1089096,1089316,221,2.64e-13,75.2,67.421
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,1,2999,1376727,1373730,2999,0.0,5401.0,99.967
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,119,1178,2445501,2444424,1132,2.46e-102,370.0,67.668
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2582,2780,1289484,1289291,200,2.64e-51,201.0,84.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2588,2729,2070269,2070128,142,3.92e-49,194.0,90.141
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2589,2728,2650762,2650623,140,4.7699999999999995e-48,190.0,90.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2593,2737,1494683,1494827,145,2.03e-46,186.0,88.276
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2583,2727,3071883,3071739,145,2.03e-46,186.0,88.276
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2583,2732,2423951,2424100,150,2.47e-45,181.0,86.667
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2589,2735,3640877,3640731,147,8.62e-45,180.0,87.075
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2738,3705204,3705056,149,8.62e-45,179.0,86.577
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2594,2729,2822676,2822811,136,3.01e-44,178.0,88.971
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2584,2738,3571198,3571352,155,1.05e-43,177.0,85.161
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2589,2738,1111863,1112012,151,1.05e-43,176.0,86.755
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2592,2738,3359642,3359495,148,3.67e-43,174.0,86.486
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2584,2746,2661543,2661706,164,4.4699999999999995e-42,171.0,83.537
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2584,2738,154396,154241,156,4.4699999999999995e-42,170.0,84.615
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2593,2738,1247258,1247402,146,4.4699999999999995e-42,170.0,86.301
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2729,1205227,1205365,140,1.56e-41,168.0,87.143
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2600,2729,3129410,3129282,130,1.56e-41,168.0,89.231
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2583,2738,758606,758762,157,5.44e-41,168.0,84.076
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2588,2726,3298762,3298900,139,1.9e-40,166.0,86.331
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2587,2737,182794,182944,151,1.9e-40,165.0,84.106
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,144,1126,873292,872340,1005,2.3099999999999998e-39,162.0,63.781
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2600,2738,1022966,1022828,139,9.84e-38,157.0,84.892
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2594,2738,2792511,2792656,146,9.84e-38,157.0,84.247
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2601,2738,3009068,3009204,138,9.84e-38,156.0,85.507
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2712,1221929,1222052,124,1.2e-36,153.0,87.903
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2596,2732,1478979,1478843,137,1.2e-36,153.0,84.672
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2737,3520132,3520271,148,1.46e-35,149.0,82.432
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2585,2738,1569874,1570027,154,5.1e-35,148.0,81.169
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2611,2738,486490,486363,128,1.78e-34,146.0,85.156
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2607,2726,3738634,3738753,120,1.78e-34,145.0,86.667
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2602,2711,212146,212037,110,7.57e-33,141.0,88.182
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2593,2738,1942272,1942416,146,2.64e-32,139.0,81.507
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2610,2729,202301,202183,121,9.220000000000001e-32,136.0,85.95
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2588,2738,1433029,1433180,152,9.220000000000001e-32,136.0,80.263
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2588,2724,3596422,3596284,139,9.220000000000001e-32,136.0,82.734
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2600,2711,1486402,1486291,112,3.2200000000000003e-31,135.0,86.607
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2728,518606,518744,139,3.2200000000000003e-31,134.0,81.295
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2613,2738,3675243,3675367,126,3.2200000000000003e-31,134.0,84.127
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2590,2729,547726,547597,140,3.9199999999999995e-30,132.0,80.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2570,2711,2194867,2195004,142,1.37e-29,130.0,81.69
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2601,2729,963855,963983,129,1.67e-28,125.0,81.395
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2611,2718,1603705,1603812,109,2.03e-27,123.0,86.239
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2612,2711,3873226,3873127,100,2.03e-27,123.0,87.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2579,2730,3278160,3278009,152,2.03e-27,122.0,77.632
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2610,2710,3766762,3766863,102,1.05e-24,113.0,85.294
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2607,2712,1071899,1071795,106,3.6699999999999995e-24,112.0,83.962
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2612,2713,2763383,2763483,102,1.2799999999999999e-23,109.0,84.314
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2611,2736,3533221,3533097,126,4.4699999999999996e-23,107.0,79.365
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2608,2736,1235396,1235268,130,1.56e-22,106.0,79.231
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2595,2719,2077406,2077282,125,5.45e-22,104.0,78.4
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2609,2731,1659046,1659166,123,1.9000000000000003e-21,103.0,79.675
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2612,2712,1462766,1462874,109,6.6400000000000005e-21,101.0,81.651
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2610,2712,3183695,3183592,104,2.82e-19,95.1,80.769
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2605,2728,3652365,3652240,126,2.82e-19,95.1,76.984
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2594,2715,3602113,3602235,123,9.85e-19,93.3,77.236
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2597,2718,447318,447440,129,3.44e-18,92.4,76.744
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2602,2724,418944,419062,123,3.44e-18,91.5,78.862
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2712,627602,627686,85,3.44e-18,91.5,83.529
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2611,2711,328177,328278,103,1.2e-17,90.6,81.553
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2592,2736,1986826,1986945,145,1.78e-15,82.4,72.414
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2711,58554,58472,84,6.22e-15,81.5,82.143
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2607,2711,448739,448634,106,6.22e-15,80.6,77.358
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2610,2725,978188,978084,116,6.22e-15,80.6,75.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2609,2709,3183583,3183483,102,2.17e-14,78.8,78.431
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2595,2748,3160376,3160241,155,7.57e-14,77.9,70.323
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2652,2711,830050,830110,61,2.64e-13,76.1,88.525
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2677,2729,3755672,3755620,53,9.22e-13,74.3,90.566
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2716,370105,370194,91,9.22e-13,73.4,79.121
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2716,370331,370420,91,9.22e-13,73.4,79.121
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2712,609131,609211,85,3.22e-12,72.5,80.0
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2628,2716,370218,370307,91,3.92e-11,68.9,78.022
L01-1,2,4,tail,L01-1.2.4.tail,contig_1,2674,2730,571670,571728,59,3.92e-11,68.9,88.136
L01-1,2,5,head,L01-1.2.5.dir,contig_1,1,2999,1409102,1412099,2999,0.0,5401.0,99.967
L01-1,2,5,tail,L01-1.2.5.tail,contig_1,1,2999,1415194,1418192,2999,0.0,5409.0,100.0
L01-1,2,5,tail,L01-1.2.5.tail,contig_1,2432,2871,2039865,2039426,442,7.08e-46,184.0,69.683
L01-1,2,5,tail,L01-1.2.5.tail,contig_1,2432,2736,2848985,2849289,306,4.4699999999999995e-42,171.0,72.876
L01-1,2,6,head,L01-1.2.6.dir,contig_1,1,2999,1503200,1506198,2999,0.0,5409.0,100.0
L01-1,2,6,tail,L01-1.2.6.tail,contig_1,1,2999,1510863,1513860,2999,0.0,5401.0,99.967
L01-1,2,7,head,L01-1.2.7.dir,contig_1,1,2448,1679535,1681982,2448,0.0,4415.0,100.0
L01-1,2,7,tail,L01-1.2.7.tail,contig_1,853,2999,1685074,1687220,2147,0.0,3873.0,100.0
L01-1,2,8,head,L01-1.2.8.dir,contig_1,1,2999,1881943,1884941,2999,0.0,5409.0,100.0
L01-1,2,8,tail,L01-1.2.8.tail,contig_1,1,2999,1888032,1891030,2999,0.0,5409.0,100.0
L01-1,2,9,head,L01-1.2.9.dir,contig_1,1,2999,1918517,1921515,2999,0.0,5409.0,100.0
L01-1,2,9,head,L01-1.2.9.dir,contig_1,19,2590,1331623,1334188,2592,0.0,1173.0,70.486
L01-1,2,9,head,L01-1.2.9.dir,contig_1,19,1463,1916051,1917495,1453,0.0,688.0,70.819
L01-1,2,9,tail,L01-1.2.9.tail,contig_1,1,2999,1924609,1927607,2999,0.0,5409.0,100.0
L01-1,2,9,tail,L01-1.2.9.tail,contig_1,845,1122,3616273,3616550,278,2.4700000000000002e-26,119.0,69.424
L01-1,2,10,head,L01-1.2.10.dir,contig_1,1,2999,2161877,2158880,2999,0.0,5396.0,99.933
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,171,697,2445528,2445008,530,4.18e-74,278.0,71.887
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,163,700,1376643,1376089,563,4.46e-61,234.0,69.627
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,1049,1365,2444709,2444423,319,1.12e-49,196.0,73.041
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,231,702,873284,872813,483,4.4699999999999995e-42,170.0,68.53
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,1047,1364,1375825,1375550,320,2.4700000000000002e-26,119.0,67.188
L01-1,2,10,tail,L01-1.2.10.tail,contig_1,1191,1290,872449,872350,100,7.57e-14,77.9,77.0
L01-1,2,11,head,L01-1.2.11.dir,contig_1,1,2999,2580288,2583286,2999,0.0,5409.0,100.0
L01-1,2,11,tail,L01-1.2.11.tail,contig_1,1586,2999,2586378,2587791,1414,0.0,2546.0,99.929
L01-1,2,12,head,L01-1.2.12.dir,contig_1,1,2999,3282855,3285854,3000,0.0,5403.0,99.967
L01-1,2,12,head,L01-1.2.12.dir,contig_1,1407,2757,2153904,2152554,1369,8.57e-178,622.0,70.636
L01-1,2,12,tail,L01-1.2.12.tail,contig_1,1,2999,3288948,3291946,2999,0.0,5409.0,100.0
L01-1,2,12,tail,L01-1.2.12.tail,contig_1,252,2479,1340941,1343165,2235,0.0,1558.0,75.66
L01-1,2,12,tail,L01-1.2.12.tail,contig_1,255,427,2824490,2824662,173,5.82e-28,123.0,75.723
L01-1,2,12,tail,L01-1.2.12.tail,contig_1,1,228,547921,548148,228,8.08e-20,96.9,69.298
L01-1,2,13,head,L01-1.2.13.dir,contig_1,1,2999,3613798,3616796,2999,0.0,5409.0,100.0
L01-1,2,13,head,L01-1.2.13.dir,contig_1,2476,2753,1925453,1925730,278,2.4700000000000002e-26,119.0,69.424
L01-1,2,13,tail,L01-1.2.13.tail,contig_1,169,2999,3621459,3624289,2831,0.0,5106.0,100.0
L01-1,2,14,head,L01-1.2.14.dir,contig_1,1,2999,3783319,3786317,2999,0.0,5405.0,99.967
L01-1,2,14,tail,L01-1.2.14.tail,contig_1,1,2999,3789410,3792410,3001,0.0,5396.0,99.933
L01-1,2,15,head,L01-1.2.15.dir,contig_1,1,2999,3880882,3883880,2999,0.0,5409.0,100.0
L01-1,2,15,tail,L01-1.2.15.tail,contig_1,1,2999,3888544,3891542,2999,0.0,5409.0,100.0
L01-1,2,15,tail,L01-1.2.15.tail,contig_1,153,681,3334319,3333791,537,2.82e-19,96.0,65.177
L01-2,1,0,head,L01-2.1.0.dir,contig_1,1,2999,473924,476922,2999,0.0,5405.0,99.967
L01-2,1,0,tail,L01-2.1.0.tail,contig_1,1,2999,480016,483014,2999,0.0,5409.0,100.0
L01-2,1,1,tail,L01-2.1.1.tail,contig_1,1,2999,2097964,2094968,2999,0.0,5397.0,99.933
L01-2,1,2,head,L01-2.1.2.dir,contig_1,1,2998,1151341,1154338,2998,0.0,5407.0,100.0
L01-2,1,2,head,L01-2.1.2.dir,contig_1,782,1003,1313937,1313716,222,6.3399999999999995e-34,144.0,74.324
L01-2,1,2,head,L01-2.1.2.dir,contig_1,773,1020,3535222,3534974,249,1.7e-28,126.0,71.486
L01-2,1,2,head,L01-2.1.2.dir,contig_1,813,1013,2633507,2633707,201,5.94e-28,124.0,73.632
L01-2,1,2,head,L01-2.1.2.dir,contig_1,900,1016,1256565,1256448,118,2.7e-13,75.2,74.576
L01-2,1,2,tail,L01-2.1.2.tail,contig_1,2463,2999,1170697,1170161,537,0.0,969.0,100.0
L01-2,1,2,tail,L01-2.1.2.tail,contig_1,1,222,1055045,1054824,222,7.73e-14,77.0,67.568
L01-2,1,3,head,L01-2.1.3.dir,contig_1,1,2999,1369273,1372270,2999,0.0,5401.0,99.967
L01-2,1,3,tail,L01-2.1.3.tail,contig_1,1,2999,1375364,1378363,3000,0.0,5403.0,99.967
L01-2,1,3,tail,L01-2.1.3.tail,contig_1,2432,2871,2105316,2104877,442,7.23e-46,184.0,69.683
L01-2,1,3,tail,L01-2.1.3.tail,contig_1,2432,2736,2925460,2925764,306,4.559999999999999e-42,171.0,72.876
L01-2,1,4,head,L01-2.1.4.dir,contig_1,1,2999,1463374,1466372,2999,0.0,5409.0,100.0
L01-2,1,4,tail,L01-2.1.4.tail,contig_1,1,2999,1471036,1474034,2999,0.0,5409.0,100.0
L01-2,1,5,head,L01-2.1.5.dir,contig_1,1,2999,1950580,1953578,2999,0.0,5409.0,100.0
L01-2,1,5,head,L01-2.1.5.dir,contig_1,19,2590,1217808,1215243,2592,0.0,1173.0,70.486
L01-2,1,5,head,L01-2.1.5.dir,contig_1,19,1463,1948113,1949557,1453,0.0,688.0,70.819
L01-2,1,5,tail,L01-2.1.5.tail,contig_1,1,2999,1956673,1959670,2999,0.0,5401.0,99.967
L01-2,1,5,tail,L01-2.1.5.tail,contig_1,845,1122,3704809,3705086,278,2.53e-26,119.0,69.424
L01-2,1,6,head,L01-2.1.6.dir,contig_1,1,2898,2302422,2305319,2898,0.0,5227.0,100.0
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,1,2999,2309980,2312979,3000,0.0,5403.0,99.967
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,171,697,2522395,2521875,530,4.2699999999999994e-74,278.0,71.887
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,163,700,1160023,1159469,563,4.56e-61,234.0,69.627
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,1049,1365,2521576,2521290,319,1.15e-49,196.0,73.041
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,231,702,842112,841641,483,4.559999999999999e-42,170.0,68.53
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,207,405,1860311,1860113,199,4.5699999999999995e-23,107.0,71.859
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,1047,1268,1159205,1159014,222,5.56e-22,104.0,68.919
L01-2,1,6,tail,L01-2.1.6.tail,contig_1,1191,1290,841277,841178,100,7.73e-14,77.9,77.0
L01-2,1,7,head,L01-2.1.7.dir,contig_1,1,2999,3369461,3372458,2999,0.0,5401.0,99.967
L01-2,1,7,head,L01-2.1.7.dir,contig_1,1407,2757,2213151,2211801,1369,8.75e-178,622.0,70.636
L01-2,1,7,head,L01-2.1.7.dir,contig_1,1410,2759,3080708,3079359,1364,1.3e-175,615.0,70.748
L01-2,1,7,tail,L01-2.1.7.tail,contig_1,1,2999,3375553,3378551,2999,0.0,5409.0,100.0
L01-2,1,7,tail,L01-2.1.7.tail,contig_1,252,2479,1208490,1206266,2235,0.0,1558.0,75.66
L01-2,1,7,tail,L01-2.1.7.tail,contig_1,255,427,2900964,2901136,173,5.94e-28,123.0,75.723
L01-2,1,8,head,L01-2.1.8.dir,contig_1,1,2857,3864250,3867105,2857,0.0,5145.0,99.965
L01-2,1,8,head,L01-2.1.8.dir,contig_1,2848,2999,3870196,3870347,152,1.4900000000000002e-73,275.0,100.0
L01-2,1,8,tail,L01-2.1.8.tail,contig_1,1,2999,3873442,3876440,2999,0.0,5405.0,99.967
L01-2,1,9,head,L01-2.1.9.dir,contig_1,1,2999,3964913,3967910,2999,0.0,5401.0,99.967
L01-2,1,9,tail,L01-2.1.9.tail,contig_1,1,2999,3972575,3975572,2999,0.0,5401.0,99.967
L01-2,1,9,tail,L01-2.1.9.tail,contig_1,153,681,3420923,3420395,537,2.88e-19,96.0,65.177
L01-2,2,0,head,L01-2.2.0.dir,contig_1,1,2999,473930,476928,2999,0.0,5405.0,99.967
L01-2,2,0,tail,L01-2.2.0.tail,contig_1,1,2999,480023,483021,2999,0.0,5409.0,100.0
L01-2,2,1,head,L01-2.2.1.dir,contig_1,1,2998,528621,531618,2998,0.0,5407.0,100.0
L01-2,2,1,head,L01-2.2.1.dir,contig_1,885,988,2445430,2445327,104,3.26e-12,71.6,75.0
L01-2,2,1,head,L01-2.2.1.dir,contig_1,867,988,9202,9323,122,3.98e-11,68.0,72.131
L01-2,2,1,tail,L01-2.2.1.tail,contig_1,1,2999,535907,538905,2999,0.0,5409.0,100.0
L01-2,2,1,tail,L01-2.2.1.tail,contig_1,1,2999,2066254,2069252,2999,0.0,5409.0,100.0
L01-2,2,2,head,L01-2.2.2.dir,contig_1,1,2998,2079419,2082417,2999,0.0,5401.0,99.967
L01-2,2,2,head,L01-2.2.2.dir,contig_1,1428,2698,3642935,3644205,1282,5.890000000000001e-66,250.0,64.899
L01-2,2,2,tail,L01-2.2.2.tail,contig_1,1871,2999,543774,544902,1129,0.0,2037.0,100.0
L01-2,2,3,head,L01-2.2.3.dir,contig_1,1,2999,1139293,1142290,2999,0.0,5401.0,99.967
L01-2,2,3,head,L01-2.2.3.dir,contig_1,773,994,1301875,1301654,222,6.299999999999999e-34,144.0,74.324
L01-2,2,3,head,L01-2.2.3.dir,contig_1,764,1011,3535410,3535162,249,1.6899999999999999e-28,126.0,71.486
L01-2,2,3,head,L01-2.2.3.dir,contig_1,804,1004,2627441,2627641,201,5.9e-28,124.0,73.632
L01-2,2,3,head,L01-2.2.3.dir,contig_1,891,1007,1244505,1244388,118,2.68e-13,75.2,74.576
L01-2,2,3,tail,L01-2.2.3.tail,contig_1,1,2999,1146955,1149953,2999,0.0,5409.0,100.0
L01-2,2,3,tail,L01-2.2.3.tail,contig_1,4,979,2515316,2516300,1036,4.52e-99,360.0,67.954
L01-2,2,3,tail,L01-2.2.3.tail,contig_1,459,1013,2304612,2304075,563,4.5299999999999996e-61,234.0,69.627
L01-2,2,3,tail,L01-2.2.3.tail,contig_1,6,954,829140,830058,971,4.24e-36,150.0,63.646
